Species_Flora_Europaea;Species_POWO;Family;Endozoochorous;Epizoochorous;Thalassochorous;Anemochorous;Myrmecochorous;Vertebrate_hoarding;Freshwater Hydrochorous;Ballochorous;Further clarification needed;Tree_or_Shrub;Synonyms;References
Carex mairii;Carex mairei Coss. & Germ.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex maritima;Carex maritima Gunnerus;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex melanostachya;Carex melanostachya M.Bieb. ex Willd.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Roalson E.H., Jiménez-Mejías P., Hipp A.L. et al. (2020) A framework infrageneric classification of Carex (Cyperaceae) and its organizing principles. Journal of Systematics and Evolution 59(4): 726-762
Carex michelii;Carex michelii Host;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex microcarpa;Carex microcarpa Bertol. ex Moris;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex microglochin;Carex microglochin Wahlenb.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex montana;Carex montana L.;Cyperaceae;0;0;0;0;1;0;0;0;;0;;Bojnanský V. & Fargašová A. (2007) Atlas of Seeds and Fruits of Central and East-European Flora: The Carpathian Mountains Region. Springer, A.A. Dordrecht | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carex mucronata;Carex mucronata All.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex nardina;Carex nardina (Hornem.) Fr.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex nigra;Carex nigra (L.) Reichard;Cyperaceae;0;0;0;0;0;0;0;0;;0;Carex intricata;
Carex norvegica;Carex norvegica Retz.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex obtusata;Carex obtusata Lilj.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex oedipostyla;Carex oedipostyla Duval-Jouve;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex olbiensis;Carex olbiensis Jord.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex ornithopoda;Carex ornithopoda Willd.;Cyperaceae;0;0;0;0;1;0;0;0;;0;;Mayer V., Ölzant S. & Fischer R.C. (2005) Myrmecochorous seed dispersal in temperate regions. In: Lambert, J. E., Hulme, P. E., & Vander Wall, S. B. (eds.) Seed fate: predation, dispersal, and seedling establishment. CABI, pp. 175-195 | Bojnanský V. & Fargašová A. (2007) Atlas of Seeds and Fruits of Central and East-European Flora: The Carpathian Mountains Region. Springer, A.A. Dordrecht | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163 | Herbarium JACA <http://herbario.ipe.csic.es>
Carex otrubae;Carex otrubae Podp.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Urgyán R., Lukács B.A., Fekete R., Molnár V. A., Nagy A., Vincze O., Green A.J. & Lovas-Kiss Á. (2023). Plants dispersed by a non-frugivorous migrant change throughout the annual cycle. Global Ecology and Biogeography 32: 70– 82
Carex ovalis;Carex leporina L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex pairae;Carex pairae F.W.Schultz;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex paleacea;Carex paleacea Schreb. ex Wahlenb.;Cyperaceae;0;0;1;0;0;0;0;0;;0;;
Carex pallescens;Carex pallescens L.;Cyperaceae;0;0;0;0;1;0;0;0;;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carex panicea;Carex panicea L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex paniculata;Carex paniculata L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex parallela;Carex parallela (Laest.) Sommerf.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex parviflora;Carex parviflora Host;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex pauciflora;Carex pauciflora Lightf.;Cyperaceae;0;0;0;0;0;0;0;1;;0;;Hutton 1976 in Chen S.-C., Pahlevani A.H., Malíková L., Riina R., Thomson F.J. & Giladi I. (2019) Trade-off or coordination? Correlations between ballochorous and myrmecochorous phases of diplochory. Functional Ecology 33(8): 1469-1479
Carex pediformis;Carex pediformis C.A.Mey.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex pendula;Carex pendula Huds.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex pilosa;Carex pilosa Scop.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex pilulifera;Carex pilulifera L.;Cyperaceae;0;0;0;0;1;0;0;0;;0;;Kjellsson G. (1985). Seed fate in a population of Carex pilulifera L. Oecologia 67(3): 416-423. | Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carex praecox;Carex praecox Schreb.;Cyperaceae;0;0;0;0;1;0;0;0;;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carex pseudobrizoides;Carex pseudobrizoides Clavaud;Cyperaceae;0;0;0;0;0;0;0;0;;0;Carex reichenbachii;
Carex pseudocyperus;Carex pseudocyperus L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | Roalson E.H., Jiménez-Mejías P., Hipp A.L. et al. (2020) A framework infrageneric classification of Carex (Cyperaceae) and its organizing principles. Journal of Systematics and Evolution 59(4): 726-762
Carex pulicaris;Carex pulicaris L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex punctata;Carex punctata Gaudin;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex pyrenaica;Carex pyrenaica Wahlenb.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex rariflora;Carex rariflora (Wahlenb.) Sm.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex recta;Carex recta Boott;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex remota;Carex remota L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carex repens;Carex repens Bellardi;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex reuterana;Carex reuteriana Boiss.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex rhynchophysa;Carex utriculata Boott;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex riparia;Carex riparia Curtis;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | Roalson E.H., Jiménez-Mejías P., Hipp A.L. et al. (2020) A framework infrageneric classification of Carex (Cyperaceae) and its organizing principles. Journal of Systematics and Evolution 59(4): 726-762
Carex rostrata;Carex rostrata Stokes;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | Roalson E.H., Jiménez-Mejías P., Hipp A.L. et al. (2020) A framework infrageneric classification of Carex (Cyperaceae) and its organizing principles. Journal of Systematics and Evolution 59(4): 726-762
Carex rotundata;Carex rotundata Wahlenb.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Roalson E.H., Jiménez-Mejías P., Hipp A.L. et al. (2020) A framework infrageneric classification of Carex (Cyperaceae) and its organizing principles. Journal of Systematics and Evolution 59(4): 726-762
Carex rufina;Carex rufina Drejer;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex rupestris;Carex rupestris All.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex salina;Carex salina Wahlenb.;Cyperaceae;0;0;1;0;0;0;0;0;;0;;
Carex saxatilis;Carex saxatilis L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex scirpoidea;Carex scirpoidea Michx.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex secalina;Carex secalina Willd. ex Wahlenb.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Urgyán R., Lukács B.A., Fekete R., Molnár V. A., Nagy A., Vincze O., Green A.J. & Lovas-Kiss Á. (2023). Plants dispersed by a non-frugivorous migrant change throughout the annual cycle. Global Ecology and Biogeography 32: 70– 82
Carex sempervirens;Carex sempervirens Vill.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex serotina;Carex oederi Retz.;Cyperaceae;0;0;0;0;0;0;0;0;;0;Carex bergrothii;
Carex spicata;Carex spicata Huds.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex stenolepis;Carex frankii Kunth;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex stenophylla;Carex stenophylla Wahlenb.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex strigosa;Carex strigosa Huds.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex stylosa;Carex stylosa C.A.Mey.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex subspathacea;Carex subspathacea Wormsk. ex Hornem.;Cyperaceae;0;0;1;0;0;0;0;0;;0;;
Carex supina;Carex supina Willd. ex Wahlenb.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex sylvatica;Carex sylvatica Huds.;Cyperaceae;0;0;0;0;1;0;0;0;;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carex tenuiflora;Carex tenuiflora Wahlenb.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex tomentosa;Carex tomentosa L.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex tricolor;Carex tricolor Velen.;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex trinervis;Carex trinervis Degl.;Cyperaceae;0;0;1;0;0;0;0;0;;0;;
Carex umbrosa;Carex umbrosa Host;Cyperaceae;0;0;0;0;1;0;0;0;;0;;Ortega-Olivencia A., Rodríguez-Riaño T., López J. & Valtueña F.J. (2021) Elaiosome-bearing plants from the Iberian Peninsula and the Balearic Islands. Biodiversity & Conservation 30: 1137-1163
Carex vacillans;Carex vacillans Drejer;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex vaginata;Carex vaginata Tausch;Cyperaceae;0;0;0;0;0;0;0;0;;0;;
Carex vesicaria;Carex vesicaria L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent. | Roalson E.H., Jiménez-Mejías P., Hipp A.L. et al. (2020) A framework infrageneric classification of Carex (Cyperaceae) and its organizing principles. Journal of Systematics and Evolution 59(4): 726-762
Carex vulpina;Carex vulpina L.;Cyperaceae;0;0;0;0;0;0;1;0;;0;;Guppy H.B. (1906) Observations of a naturalist in the Pacific between 1896 and 1899, Volume II (Plant Dispersal). Macmillan and co., limited, London | Praeger R.Ll. (1913) The buoyancy of the seeds of some Britannic plants. Proceedings of the Royal Irish Academy 14: 13-62 | Ridley H.N. (1930) The dispersal of plants throughout the world. L. Reeve & Co. Kent.
Carlina acanthifolia;Carlina acanthifolia All.;Asteraceae ;0;1;0;1;0;0;0;0;EPI?;0;Carlina onopordifolia;Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org> | iFlora - Information on European plants species <www.seed-dispersal.info>
Carlina acaulis;Carlina acaulis L.;Asteraceae ;0;1;0;1;0;0;0;0;EPI?;0;;Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org> | iFlora - Information on European plants species <www.seed-dispersal.info>
Carlina corymbosa;Carlina corymbosa L.;Asteraceae ;0;1;0;1;0;0;0;0;EPI?;0;;Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org>
Carlina frigida;Carlina frigida Boiss. & Heldr.;Asteraceae ;0;1;0;1;0;0;0;0;EPI?;0;;
Carlina lanata;Carlina lanata L.;Asteraceae ;0;1;0;1;0;0;0;0;EPI?;0;;Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org>
Carlina macrocephala;Chamaeleon macrocephalus (Moris) Sch.Bip.;Asteraceae ;0;1;0;1;0;0;0;0;EPI?;0;;
Carlina racemosa;Carlina racemosa L.;Asteraceae ;0;1;0;1;0;0;0;0;EPI?;0;;
Carlina sicula;Carlina sicula Ten.;Asteraceae ;0;1;0;1;0;0;0;0;EPI?;0;;Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org>
Carlina vulgaris;Carlina vulgaris L.;Asteraceae ;0;1;0;1;0;0;0;0;EPI?;0;;Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org> | iFlora - Information on European plants species <www.seed-dispersal.info>
Carpesium abrotanoides;Carpesium abrotanoides L.;Asteraceae ;0;0;0;0;0;0;0;0;;0;;
Carpesium cernuum;Carpesium cernuum L.;Asteraceae ;0;0;0;0;0;0;0;0;;0;;
Carpinus betulus;Carpinus betulus L.;Betulaceae;0;0;0;1;0;0;0;0;;1;;
Carpinus orientalis;Carpinus orientalis Mill.;Betulaceae;0;0;0;1;0;0;0;0;;1;;
Carrichtera annua;Carrichtera annua (L.) DC.;Brassicaceae;0;0;0;0;0;0;0;0;;0;;
Carthamus arborescens;Carthamus arborescens L.;Asteraceae ;0;1;0;1;0;0;0;0;;0;;Hanelt P. (1976) Carthamus L. (incl. Kentrophyllum DC.) In: Tutin T.G., Heywood V.H., Burges N.A., Moore D.M., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 4): Plantaginaceae to Compositae (and Rubiaceae). Cambridge University Press, pp. 302-303
Carthamus boissieri;Carthamus boissieri Halácsy;Asteraceae ;0;1;0;1;0;0;0;0;;0;;
Carthamus dentatus;Carthamus dentatus Vahl;Asteraceae ;0;1;0;1;0;0;0;0;;0;;
Carthamus lanatus;Carthamus lanatus L.;Asteraceae ;0;1;0;1;0;0;0;0;;0;;
Carthamus leucocaulos;Carthamus leucocaulos Sm.;Asteraceae ;0;1;0;1;0;0;0;0;;0;;
Carum carvi;Carum carvi L.;Apiaceae;0;0;0;0;0;0;0;0;;0;;Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org> | Jongejans E. & Telenius A. (2001) Field experiments on seed dispersal by wind in ten umbelliferous species (Apiaceae). Plant Ecology 152: 67-78
Carum heldreichii;Carum heldreichii Boiss.;Apiaceae;0;0;0;0;0;0;0;0;;0;;
Carum multiflorum;Hellenocarum multiflorum (Sm.) H.Wolff;Apiaceae;0;0;0;0;0;0;0;0;;0;;
Carum rigidulum;Carum appuanum (Viv.) Grande;Apiaceae;0;0;0;0;0;0;0;0;;0;;
Carum verticillatum;Trocdaris verticillata (L.) Raf.;Apiaceae;0;0;0;0;0;0;0;0;;0;;
Cassiope hypnoides;Cassiope hypnoides (L.) D.Don;Ericaceae;0;0;0;0;0;0;0;0;;0;;
Cassiope tetragona;Cassiope tetragona (L.) D.Don;Ericaceae;0;0;0;0;0;0;0;0;;0;;
Castanea sativa;Castanea sativa Mill.;Fagaceae;0;0;0;0;0;1;0;0;END?;1;;
Castellia tuberculosa;Castellia tuberculosa (Moris) Bor;Poaceae;0;0;0;0;0;0;0;0;;0;;
Catabrosa aquatica;Catabrosa aquatica (L.) P.Beauv.;Poaceae;0;0;0;0;0;0;0;0;;0;;
Catananche caerulea;Catananche caerulea L.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Catananche lutea;Catananche lutea L.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Caucalis platycarpos;Caucalis platycarpos L.;Apiaceae;0;1;0;0;0;0;0;0;;0;Caucalis bischoffii;Acta Plantarum - Flora delle Regioni italiane <www.actaplantarum.org>
Celtis australis;Celtis australis L.;Cannabaceae;1;0;0;0;0;0;0;0;;1;;
Celtis caucasica;Celtis caucasica Willd.;Cannabaceae;1;0;0;0;0;0;0;0;;1;;
Celtis tournefortii;Celtis tournefortii Lam.;Cannabaceae;1;0;0;0;0;0;0;0;;1;;
Cenolophium denudatum;Cenolophium fischeri (Spreng.) W.D.J.Koch;Apiaceae;0;0;0;0;0;0;0;0;;0;;
Centaurea achaia;Centaurea achaia Boiss. & Heldr.;Asteraceae ;0;0;0;1;0;0;0;0;;0;Centaurea sibthorpii;
Centaurea achtarovii;Centaurea achtarovii Urum.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;Dostál J. (1976) Centaurea L. In: Tutin T.G., Heywood V.H., Burges N.A., Moore D.M., Valentine D.H., Walters S.M. & Webb D.A. (eds.) Flora Europaea (Volume 4): Plantaginaceae to Compositae (and Rubiaceae). Cambridge University Press, pp. 254-301
Centaurea affinis;Centaurea affinis Friv.;Asteraceae ;0;0;0;1;0;0;0;0;;0;Centaurea pallidior;
Centaurea africana;Rhaponticoides africana (Lam.) M.V.Agab. & Greuter;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Centaurea alba;Centaurea alba L.;Asteraceae ;0;0;0;1;1;0;0;0;ANE?;0;;Viegi L., Vangelisti R. & Pacini E. (2003) The achene pappi and elaisomes of Centaurea L.: Dispersal and germination in some Italian species. Israel Journal of Plant Sciences 51(1): 45-54 | Devesa J.A., López Nieto E., Arnelas I., Blanca G., Suárez-Santiago V.N., Rodríguez Invernón V., Muñoz Rodríguez A.F. (2014) Centaurea L. In: Devesa J.A., Quintanar A., García M.Á. (eds.) Flora Iberica (vol. 16(1)). Real Jardín Botánico. CSIC. Madrid. pp. 342–603
Centaurea alpina;Rhaponticoides alpina (L.) M.V.Agab. & Greuter;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Devesa J.A., López Nieto E., Arnelas I., Blanca G., Suárez-Santiago V.N., Rodríguez Invernón V., Muñoz Rodríguez A.F. (2014) Centaurea L. In: Devesa J.A., Quintanar A., García M.Á. (eds.) Flora Iberica (vol. 16(1)). Real Jardín Botánico. CSIC. Madrid. pp. 342–603 | Pl@ntNet <https://identify.plantnet.org>
Centaurea amblensis;Centaurea amblensis Graells;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Devesa J.A., López Nieto E., Arnelas I., Blanca G., Suárez-Santiago V.N., Rodríguez Invernón V., Muñoz Rodríguez A.F. (2014) Centaurea L. In: Devesa J.A., Quintanar A., García M.Á. (eds.) Flora Iberica (vol. 16(1)). Real Jardín Botánico. CSIC. Madrid. pp. 342–603
Centaurea amplifolia;Rhaponticoides amplifolia (Boiss. & Heldr.) M.V.Agab. & Greuter;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Centaurea antennata;Centaurea antennata Dufour;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Arnelas I. & Devesa J.A. (2012) Revisión taxonómica de Centaurea Sect. Lepteranthus (Neck.) Dumort. (Asteraceae) en la Península Ibérica. Taxonomic review of Centaurea Sect. Lepteranthus (Neck.) Dumort. (Asteraceae) in the Iberian Peninsula. Acta Botanica Malacitana 37: 45-77
Centaurea aplolepa;Centaurea aplolepa Moretti;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Viegi L., Vangelisti R. & Pacini E. (2003) The achene pappi and elaisomes of Centaurea L.: Dispersal and germination in some Italian species. Israel Journal of Plant Sciences 51(1): 45-54
Centaurea arenaria;Centaurea arenaria M.Bieb. ex Willd.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;Bojnanský V. & Fargašová A. (2007) Atlas of Seeds and Fruits of Central and East-European Flora: The Carpathian Mountains Region. Springer, A.A. Dordrecht
Centaurea aristata;Centaurea aristata Hoffmanns. & Link;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Devesa J.A., López Nieto E., Arnelas I., Blanca G., Suárez-Santiago V.N., Rodríguez Invernón V., Muñoz Rodríguez A.F. (2014) Centaurea L. In: Devesa J.A., Quintanar A., García M.Á. (eds.) Flora Iberica (vol. 16(1)). Real Jardín Botánico. CSIC. Madrid. pp. 342–603
Centaurea armoracifolia;Centaurea ragusina L.;Asteraceae ;0;0;0;0;0;0;0;0;;0;;
Centaurea aspera;Centaurea aspera L.;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Devesa J.A., López Nieto E., Arnelas I., Blanca G., Suárez-Santiago V.N., Rodríguez Invernón V., Muñoz Rodríguez A.F. (2014) Centaurea L. In: Devesa J.A., Quintanar A., García M.Á. (eds.) Flora Iberica (vol. 16(1)). Real Jardín Botánico. CSIC. Madrid. pp. 342–603
Centaurea atropurpurea;Centaurea atropurpurea Olivier;Asteraceae ;0;0;0;1;1;0;0;0;;0;Centaurea oliverana;Bojnanský V. & Fargašová A. (2007) Atlas of Seeds and Fruits of Central and East-European Flora: The Carpathian Mountains Region. Springer, A.A. Dordrecht
Centaurea attica;Centaurea attica Nyman;Asteraceae ;0;0;0;1;0;0;0;0;MYR?;0;;
Centaurea boissieri;Centaurea boissieri DC.;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Devesa J.A., López Nieto E., Arnelas I., Blanca G., Suárez-Santiago V.N., Rodríguez Invernón V., Muñoz Rodríguez A.F. (2014) Centaurea L. In: Devesa J.A., Quintanar A., García M.Á. (eds.) Flora Iberica (vol. 16(1)). Real Jardín Botánico. CSIC. Madrid. pp. 342–603
Centaurea bombycina;Centaurea bombycina Boiss. ex DC.;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Devesa J.A., López Nieto E., Arnelas I., Blanca G., Suárez-Santiago V.N., Rodríguez Invernón V., Muñoz Rodríguez A.F. (2014) Centaurea L. In: Devesa J.A., Quintanar A., García M.Á. (eds.) Flora Iberica (vol. 16(1)). Real Jardín Botánico. CSIC. Madrid. pp. 342–603
Centaurea bovina;Centaurea bovina Velen.;Asteraceae ;0;0;0;0;0;0;0;0;;0;;
Centaurea brachtii;Centaurea pestalotii De Not. ex Ces.;Asteraceae ;0;0;0;1;0;0;0;0;MYR?;0;;
Centaurea candelabrum;Centaurea melanocephala Pančić;Asteraceae ;0;0;0;1;0;0;0;0;MYR?;0;;
Centaurea calcitrapa;Centaurea calcitrapa L.;Asteraceae ;0;0;0;0;0;0;0;0;;0;;Pemberton R.W., Irving D.W. (1990) Elaiosomes on weed seeds and the potential for myrmecochory in naturalized plants. Weed Science 38: 615–619. | Viegi L., Vangelisti R. & Pacini E. (2003) The achene pappi and elaisomes of Centaurea L.: Dispersal and germination in some Italian species. Israel Journal of Plant Sciences 51(1): 45-54
Centaurea carratracensis;Centaurea carratracensis Lange;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Devesa J.A., López Nieto E., Arnelas I., Blanca G., Suárez-Santiago V.N., Rodríguez Invernón V., Muñoz Rodríguez A.F. (2014) Centaurea L. In: Devesa J.A., Quintanar A., García M.Á. (eds.) Flora Iberica (vol. 16(1)). Real Jardín Botánico. CSIC. Madrid. pp. 342–603
Centaurea centaurium;Rhaponticoides centaurium (L.) M.V.Agab. & Greuter;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Centaurea centauroides;Centaurea centauroides L.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Centaurea chalcidicaea;Centaurea chalcidicea Hayek;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Centaurea charrelii;Centaurea charrelii Halácsy & Dörfl.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Centaurea chrysolepis;Centaurea chrysolepis Vis.;Asteraceae ;0;0;0;1;0;0;0;0;;0;;
Centaurea cineraria;Centaurea cineraria L.;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Viegi L., Vangelisti R. & Pacini E. (2003) The achene pappi and elaisomes of Centaurea L.: Dispersal and germination in some Italian species. Israel Journal of Plant Sciences 51(1): 45-54
Centaurea clementei;Centaurea clementei Boiss. ex DC.;Asteraceae ;0;0;0;1;1;0;0;0;;0;;Devesa J.A., López Nieto E., Arnelas I., Blanca G., Suárez-Santiago V.N., Rodríguez Invernón V., Muñoz Rodríguez A.F. (2014) Centaurea L. In: Devesa J.A., Quintanar A., García M.Á. (eds.) Flora Iberica (vol. 16(1)). Real Jardín Botánico. CSIC. Madrid. pp. 342–603
