entity_ID,geo_entity,n_TEpis,n_AEpis,total_all,native_all,epiphyte_quotient_all,accidental_quotient_all,divergence_all
10628,China Southeast,0,0,NA,NA,NA,NA,NA
10631,Cocos (Keeling) I.,0,0,NA,NA,NA,NA,NA
10632,Chile Central,0,0,NA,NA,NA,NA,NA
10634,Chile North,0,0,NA,NA,NA,NA,NA
10635,Chile South,0,0,NA,NA,NA,NA,NA
10640,Comoros,0,0,NA,NA,NA,NA,NA
10646,Cape Provinces,0,0,NA,NA,NA,NA,NA
10647,Caprivi Strip,0,0,NA,NA,NA,NA,NA
10650,Chita,0,0,NA,NA,NA,NA,NA
10655,Czechoslovakia,0,0,NA,NA,NA,NA,NA
10659,Dominican Republic,0,0,NA,NA,NA,NA,NA
10662,Easter Island and Sala y Gómez,0,0,NA,NA,NA,NA,NA
10663,Ecuador excl. Galapagos,0,0,NA,NA,NA,NA,NA
10665,East Himalaya,0,0,NA,NA,NA,NA,NA
10666,El Salvador,0,0,NA,NA,NA,NA,NA
10670,Falkland Is.,0,0,NA,NA,NA,NA,NA
10689,Gulf States,0,0,NA,NA,NA,NA,NA
10690,Guatemala,0,0,NA,NA,NA,NA,NA
10693,Haiti,0,0,NA,NA,NA,NA,NA
10695,Howland-Baker Is.,0,0,NA,NA,NA,NA,NA
10697,Honduras,0,0,NA,NA,NA,NA,NA
10702,India,0,0,NA,NA,NA,NA,NA
10706,Irkutsk,0,0,NA,NA,NA,NA,NA
10707,Iran,0,0,NA,NA,NA,NA,NA
10708,Iraq,0,0,NA,NA,NA,NA,NA
10717,Kazakhstan,0,0,NA,NA,NA,NA,NA
10719,Kenya,0,0,NA,NA,NA,NA,NA
10721,Kirgizistan,0,0,NA,NA,NA,NA,NA
10722,Khabarovsk,0,0,NA,NA,NA,NA,NA
10724,Krasnoyarsk and Khakass,0,0,NA,NA,NA,NA,NA
10728,Kuril Is.,0,0,NA,NA,NA,NA,NA
10730,Kazan-retto,0,0,NA,NA,NA,NA,NA
10736,Laccadive Is.,0,0,NA,NA,NA,NA,NA
10739,Line Is.,0,0,NA,NA,NA,NA,NA
10742,Magadan and Chukotka,0,0,NA,NA,NA,NA,NA
10747,Mauritius incl. Agelaga,0,0,NA,NA,NA,NA,NA
10748,Mozambique Channel Is.,0,0,NA,NA,NA,NA,NA
10749,Marcus I.,0,0,NA,NA,NA,NA,NA
10752,Maldives,0,0,NA,NA,NA,NA,NA
10763,Marion-Prince Edward Is.,0,0,NA,NA,NA,NA,NA
10766,Marshall Is.,0,0,NA,NA,NA,NA,NA
10771,Mexico Central,0,0,NA,NA,NA,NA,NA
10772,Mexico Northeast,0,0,NA,NA,NA,NA,NA
10773,Mexico Gulf,0,0,NA,NA,NA,NA,NA
10775,Mexico Northwest,0,0,NA,NA,NA,NA,NA
10776,Mexico Southwest,0,0,NA,NA,NA,NA,NA
10777,Mexico Southeast,0,0,NA,NA,NA,NA,NA
10779,Namibia excl. Caprivi Strip,0,0,NA,NA,NA,NA,NA
10787,Nepal,0,0,NA,NA,NA,NA,NA
10790,Norfolk Is.,0,0,NA,NA,NA,NA,NA
10795,Netherlands Antilles,0,0,NA,NA,NA,NA,NA
10800,New South Wales,0,0,NA,NA,NA,NA,NA
10817,Oman,0,0,NA,NA,NA,NA,NA
10820,Pakistan,0,0,NA,NA,NA,NA,NA
10823,Paraguay,0,0,NA,NA,NA,NA,NA
10828,Phoenix Is.,0,0,NA,NA,NA,NA,NA
10829,Pitcairn Is.,0,0,NA,NA,NA,NA,NA
10832,Primorye,0,0,NA,NA,NA,NA,NA
10834,Queensland,0,0,NA,NA,NA,NA,NA
10852,Society Is.,0,0,NA,NA,NA,NA,NA
10853,South China Sea,0,0,NA,NA,NA,NA,NA
10863,South Australia,0,0,NA,NA,NA,NA,NA
10869,South Sandwich Is.,0,0,NA,NA,NA,NA,NA
10876,Southwest Caribbean,0,0,NA,NA,NA,NA,NA
10884,Transcaucasus,0,0,NA,NA,NA,NA,NA
10885,Tristan da Cunha and Gough Island,0,0,NA,NA,NA,NA,NA
10889,Turkmenistan,0,0,NA,NA,NA,NA,NA
10895,Tubuai Is.,0,0,NA,NA,NA,NA,NA
10898,Turkey asiatic,0,0,NA,NA,NA,NA,NA
10899,Tuvalu,0,0,NA,NA,NA,NA,NA
10900,Tuva,0,0,NA,NA,NA,NA,NA
10901,Northern Provinces,0,0,NA,NA,NA,NA,NA
10902,Tadzhikistan,0,0,NA,NA,NA,NA,NA
10904,Ukraine,0,0,NA,NA,NA,NA,NA
10905,Uruguay,0,0,NA,NA,NA,NA,NA
10907,Uzbekistan,0,0,NA,NA,NA,NA,NA
10913,Venezuelan Antilles,0,0,NA,NA,NA,NA,NA
10920,West Himalaya,0,0,NA,NA,NA,NA,NA
10924,West Siberia,0,0,NA,NA,NA,NA,NA
10928,Yakutskiya,0,0,NA,NA,NA,NA,NA
