taxon_name,genus_name,tree_sp,epi_count,epi_lat,epi_lon,dbh,taxon_rank,family,setting,species,mode_key,mode_label,n_modes,source,dispersal_agent_summary
Dipsacales,,,1,58.879656,9.609211,NA,order,,,Dipsacales,NA,NA,NA,NA,NA
Caprifoliaceae,,Tilia,1,49.7670099722,11.40925,0.8,family,Caprifoliaceae,Rural,Caprifoliaceae,NA,NA,NA,NA,NA
Mycelis muralis,Mycelis,Salix,1,42.6484361111,-0.0497916667,0.2,species,Asteraceae,Rural,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,Acer pseudoplatanus,3,54.13716,10.6177,0.8,species,Asteraceae,Urban,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,,1,58.74982,11.194787,NA,species,Asteraceae,,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,,1,58.371408,11.278153,NA,species,Asteraceae,,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,,1,54.5887669722,18.335194,NA,species,Asteraceae,,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,Tilia cordata,1,53.1553491035,8.1981864696,0.8,species,Asteraceae,Urban,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,Betula pendula,1,53.160865729,8.2372114057,0.4,species,Asteraceae,Optional,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,Betula pendula,1,53.160879061,8.2371019491,0.4,species,Asteraceae,Urban,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,Betula pendula,1,53.1609356466,8.2364625915,0.4,species,Asteraceae,Urban,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,Acer macrophyllum,10,49.3110531596,-122.9225569208,NA,species,Asteraceae,Rural,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,,1,49.2286416667,-123.1588445,NA,species,Asteraceae,Urban,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,,1,49.2292783333,-123.1588278333,NA,species,Asteraceae,Urban,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,,1,54.5241132212,18.0009861964,NA,species,Asteraceae,,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,Sambucus nigra,1,47.461839,11.127133,0.1,species,Asteraceae,Rural,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,Acer pseudoplatanus,4,47.4693152519,11.1194096133,0.6,species,Asteraceae,Rural,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,,1,51.8042667,10.3479333,NA,species,Asteraceae,Optional,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,Populus alba,1,42.7144720001,-0.5252723233,0.4,species,Asteraceae,Rural,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Mycelis muralis,Mycelis,Acer macrophylum,1,44.6429649548,-123.3304830641,NA,species,Asteraceae,Rural,Mycelis muralis,anemochorous,Anemochorous,1,EuDiS,wind
Caryophyllaceae,,palm,1,45.845296,-1.209909,0.6,family,Caryophyllaceae,Urban,Caryophyllaceae,NA,NA,NA,NA,NA
Carex,Carex,Platanus × hispanica,1,-36.8833866588,174.7746417671,NA,genus,Cyperaceae,Urban,Carex,NA,NA,NA,NA,NA
Carex,Carex,,1,40.5247113046,-79.9552864789,NA,genus,Cyperaceae,,Carex,NA,NA,NA,NA,NA
Carex,Carex,,1,58.374069,11.277955,NA,genus,Cyperaceae,,Carex,NA,NA,NA,NA,NA
Carex,Carex,,1,58.265181,11.498886,NA,genus,Cyperaceae,,Carex,NA,NA,NA,NA,NA
Carex,Carex,,1,46.50217,-87.6636716667,NA,genus,Cyperaceae,,Carex,NA,NA,NA,NA,NA
Carex,Carex,Salix,1,36.8038472222,139.4232444444,0.4,genus,Cyperaceae,Rural,Carex,NA,NA,NA,NA,NA
Carex,Carex,Tsuga diversifolia,1,36.8021444444,139.4201361111,0.25,genus,Cyperaceae,Rural,Carex,NA,NA,NA,NA,NA
Carex,Carex,Sorbus,1,36.7127,139.4707222222,0.25,genus,Cyperaceae,Rural,Carex,NA,NA,NA,NA,NA
Carex,Carex,Pinus,1,35.6741345338,139.7578746825,0.1,genus,Cyperaceae,Urban,Carex,NA,NA,NA,NA,NA
Carex,Carex,,1,38.974694907600004,-79.3936079631,NA,genus,Cyperaceae,,Carex,NA,NA,NA,NA,NA
Sorbus,Sorbus,,1,44.8104888889,-86.0606694444,NA,genus,Rosaceae,,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,Salix,1,52.1269222222,4.4643833333,0.5,genus,Rosaceae,Urban,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,,1,60.1805451889,24.9312512157,NA,genus,Rosaceae,,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,,1,60.180638487,24.9312386533,NA,genus,Rosaceae,,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,Quercus crispula,1,36.8094722222,139.4251138889,NA,genus,Rosaceae,Rural,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,Ulmus davidiana,1,36.8048694444,139.4227361111,1,genus,Rosaceae,Rural,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,,1,36.7964583333,139.4253555556,0.4,genus,Rosaceae,Rural,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,,1,36.7917055556,139.4266444444,NA,genus,Rosaceae,Optional,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,Quercus crispula,1,36.808125,139.42385,0.7,genus,Rosaceae,Rural,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,,1,36.8094722222,139.4251138889,0.7,genus,Rosaceae,Optional,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,,1,36.8070861111,139.4238388889,0.6,genus,Rosaceae,Rural,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,,1,36.7161777778,139.4833055556,NA,genus,Rosaceae,,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,see photo,1,36.7130305556,139.4704666667,0.45,genus,Rosaceae,Rural,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,unclear,1,60.180646953,24.931250118,NA,genus,Rosaceae,Urban,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Sorbus,Sorbus,Prunus,1,49.2262466944,-123.159035,NA,genus,Rosaceae,Urban,Sorbus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
Phytolacca americana,Phytolacca,Phoenix canariensis,1,43.36995,-1.7789277778,1,species,Phytolaccaceae,Urban,Phytolacca americana,endozoochorous_epizoochorous_thalassochorous_myrmecochorous_human-mediated,Mixed,5,TRY,mixed
Phytolacca americana,Phytolacca,Phoenix canariensis,2,43.5187611111,-1.5166611111,0.8,species,Phytolaccaceae,Urban,Phytolacca americana,endozoochorous_epizoochorous_thalassochorous_myrmecochorous_human-mediated,Mixed,5,TRY,mixed
Phytolacca americana,Phytolacca,,1,31.1039738509,-81.4042446497,NA,species,Phytolaccaceae,,Phytolacca americana,endozoochorous_epizoochorous_thalassochorous_myrmecochorous_human-mediated,Mixed,5,TRY,mixed
Phytolacca americana,Phytolacca,,1,33.2488270244,-87.5176717994,NA,species,Phytolaccaceae,,Phytolacca americana,endozoochorous_epizoochorous_thalassochorous_myrmecochorous_human-mediated,Mixed,5,TRY,mixed
Phytolacca americana,Phytolacca,Thuja occidentalis,1,37.2678227893,-77.2297145682,NA,species,Phytolaccaceae,Urban,Phytolacca americana,endozoochorous_epizoochorous_thalassochorous_myrmecochorous_human-mediated,Mixed,5,TRY,mixed
Phytolacca americana,Phytolacca,Quercus marilandica,1,33.7561777778,-86.8082805556,NA,species,Phytolaccaceae,,Phytolacca americana,endozoochorous_epizoochorous_thalassochorous_myrmecochorous_human-mediated,Mixed,5,TRY,mixed
Phytolacca americana,Phytolacca,Palm,1,33.9473451147,-78.1483069886,NA,species,Phytolaccaceae,Urban,Phytolacca americana,endozoochorous_epizoochorous_thalassochorous_myrmecochorous_human-mediated,Mixed,5,TRY,mixed
Phytolacca americana,Phytolacca,,1,31.0419512,-81.4197461026,NA,species,Phytolaccaceae,,Phytolacca americana,endozoochorous_epizoochorous_thalassochorous_myrmecochorous_human-mediated,Mixed,5,TRY,mixed
Echinocystis lobata,Echinocystis,Alnus serrulata,1,46.69928,-89.1564028333,NA,species,Cucurbitaceae,Rural,Echinocystis lobata,endozoochorous_unassisted,Mixed,2,TRY,mixed
Lamiaceae,,,1,50.9104472222,3.5860777778,NA,family,Lamiaceae,,Lamiaceae,NA,NA,NA,NA,NA
Lamiaceae,,Acer pseudoplatanus,1,47.4671769387,11.1386415636,0.6,family,Lamiaceae,Rural,Lamiaceae,NA,NA,NA,NA,NA
Solidago,Solidago,Quercus,3,40.3846076997,-82.4134999997,1.5,genus,Asteraceae,Rural,Solidago,anemochorous,Anemochorous,1,TRY_GenusFill,wind
Apiaceae,,,1,50.9103138889,3.5893555556,NA,family,Apiaceae,,Apiaceae,NA,NA,NA,NA,NA
Apiaceae,,,1,51.1595694444,2.7525944444,NA,family,Apiaceae,,Apiaceae,NA,NA,NA,NA,NA
Umbellularia californica,Umbellularia,,1,38.4537769634,-122.6643826067,NA,species,Lauraceae,,Umbellularia californica,epizoochorous,Epizoochorous,1,TRY,animal
Lauraceae,,unknown,1,35.7149972222,139.77655,0.6,family,Lauraceae,Urban,Lauraceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Cocos nucifera,Cocos,Coccoloba uvifera,1,8.6292583333,-83.1574083333,0.6,species,Arecaceae,Urban,Cocos nucifera,thalassochorous_freshwater-hydrochorous,Mixed,2,TRY,water
Cocos nucifera,Cocos,Coccoloba uvifera,1,8.6292583333,-83.1574083333,0.6,species,Arecaceae,Urban,Cocos nucifera,thalassochorous_freshwater-hydrochorous,Mixed,2,TRY,water
Cocos nucifera,Cocos,,1,6.84841061,158.34888489,NA,species,Arecaceae,,Cocos nucifera,thalassochorous_freshwater-hydrochorous,Mixed,2,TRY,water
Arecales,,Quercus laurifolia,1,27.972025,-82.734095,NA,order,,Urban,Arecales,NA,NA,NA,NA,NA
Arecaceae,,Magnolia grandiflora,1,43.37125,-1.7752833333,0.5,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,Phoenix canariensis,1,43.3699055556,-1.7789694444,1,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,,1,-1.4021089162,-48.4720439737,NA,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,same as epiphyte,3,34.8190777778,134.6759055556,0.4,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,,1,8.6455472222,-83.1754916667,NA,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,,1,9.1167833333,-79.7022583333,NA,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,,1,9.11715,-79.7025416667,0.7,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,,1,21.9273029722,101.2645859722,NA,family,Arecaceae,,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,palm,1,21.928809,101.259256,0.3,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,palm,1,21.928272,101.259313,0.4,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,Prunus spp,1,-36.8765830329,174.7686244235,NA,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,,1,9.1186335134,-79.7016145661,1,family,Arecaceae,Rural,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,see photo,1,9.11566,-79.700946,0.6,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,Persea americana,1,9.1200919722,-79.6925569722,0.6,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,Mangifera indica,1,9.1202102487,-79.6932279691,0.7,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,,1,8.9573760223,-79.5561753822,NA,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,see picture,1,8.9617824367,-79.5435670763,0.4,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,see photo,1,8.9539591421,-79.5564369857,0.6,family,Arecaceae,Urban,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,liana,1,9.261671485,-79.9888640642,0.15,family,Arecaceae,Rural,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,,1,9.1197619722,-79.704019,NA,family,Arecaceae,,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,,1,41.3855329008,2.1700154089,NA,family,Arecaceae,,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,unclear,1,25.70263842,-80.168008635,NA,family,Arecaceae,Optional,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Arecaceae,,,1,26.0688333333,-80.2766716667,NA,family,Arecaceae,,Arecaceae,endozoochorous_epizoochorous,Mixed,2,TRY_FamilyFill,animal
Inga,Inga,,1,10.3395866667,-84.7871166667,NA,genus,Fabaceae,,Inga,endozoochorous_epizoochorous,Mixed,2,TRY_GenusFill,animal
Anacardiaceae,,,1,-36.889871918,174.8005482907,NA,family,Anacardiaceae,,Anacardiaceae,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,TRY_FamilyFill,animal
Melastomataceae,,Persea americana,1,9.1200919722,-79.6925569722,0.6,family,Melastomataceae,Urban,Melastomataceae,NA,NA,NA,NA,NA
Symplocarpus foetidus,Symplocarpus,,1,40.036279757,-77.2812739982,NA,species,Araceae,,Symplocarpus foetidus,endozoochorous_epizoochorous_myrmecochorous_human-mediated,Mixed,4,TRY_FamilyFill,animal
Quercus rubra,Quercus,,1,40.6975246303,-73.9094336383,NA,species,Fagaceae,,Quercus rubra,epizoochorous_vertebrate-hoarding_unassisted_human-mediated,Mixed,4,TRY,mixed
Quercus rubra,Quercus,Birch,1,57.31247,11.0488,0.4,species,Fagaceae,Rural,Quercus rubra,epizoochorous_vertebrate-hoarding_unassisted_human-mediated,Mixed,4,TRY,mixed
Quercus virginiana,Quercus,Sabal,1,29.7506265343,-84.8489553855,NA,species,Fagaceae,Optional,Quercus virginiana,epizoochorous,Epizoochorous,1,TRY,animal
Quercus virginiana,Quercus,Sabal,1,27.271748679,-82.5623589049,NA,species,Fagaceae,Urban,Quercus virginiana,epizoochorous,Epizoochorous,1,TRY,animal
Cereus,Cereus,Samanea saman,1,19.3818,-70.7878433333,NA,genus,Cactaceae,Rural,Cereus,endozoochorous_epizoochorous,Mixed,2,TRY_GenusFill,animal
Cereus,Cereus,,1,-31.6467180713,-55.6911503301,NA,genus,Cactaceae,Rural,Cereus,endozoochorous_epizoochorous,Mixed,2,TRY_GenusFill,animal
Amsinckia,Amsinckia,,1,38.6375146997,-121.222898,NA,genus,Boraginaceae,Urban,Amsinckia,endozoochorous_epizoochorous_myrmecochorous_freshwater-hydrochorous_ballochorous_unassisted_human-mediated,Mixed,7,TRY_FamilyFill,mixed
Strelitzia reginae,Strelitzia,Ficus macrophylla,1,-33.7958202,151.2866326,NA,species,Strelitziaceae,Urban,Strelitzia reginae,NA,NA,NA,NA,NA
Commelinaceae,,palm,3,21.928489,101.258622,0.35,family,Commelinaceae,,Commelinaceae,myrmecochorous_unassisted,Mixed,2,TRY_FamilyFill,mixed
Betula,Betula,Salix,1,49.4254972222,0.2297722222,0.4,genus,Betulaceae,Urban,Betula,anemochorous,Anemochorous,1,TRY_GenusFill,wind
Betula lenta,Betula,Nyssa sylvatica,1,39.676575,-79.771675,0.3,species,Betulaceae,Rural,Betula lenta,anemochorous_myrmecochorous,Mixed,2,TRY,mixed
Callicarpa americana,Callicarpa,,1,27.2819933333,-82.4725666667,NA,species,Lamiaceae,Urban,Callicarpa americana,endozoochorous_epizoochorous,Mixed,2,TRY_GenusFill,animal
Carex pendula,Carex,Phoenix canariensis,2,43.3672638889,-1.7948305556,1,species,Cyperaceae,Urban,Carex pendula,epizoochorous_anemochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,5,TRY,mixed
Stellaria,Stellaria,Acer,1,51.37765,-0.2306361111,NA,genus,Caryophyllaceae,Urban,Stellaria,NA,NA,NA,NA,NA
Stellaria,Stellaria,Acer pseudoplatanus,1,40.651824950300004,-73.9940737709,NA,genus,Caryophyllaceae,Urban,Stellaria,NA,NA,NA,NA,NA
Juniperus virginiana,Juniperus,,1,41.2653583333,-72.6758033333,NA,species,Cupressaceae,,Juniperus virginiana,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,TRY,animal
Juniperus virginiana,Juniperus,Morella cerifera,1,37.5823162,-77.4818056,NA,species,Cupressaceae,Urban,Juniperus virginiana,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,TRY,animal
Juniperus virginiana,Juniperus,Acer saccharinum,1,41.87555877,-88.105417310000007,NA,species,Cupressaceae,Urban,Juniperus virginiana,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,TRY,animal
Rhododendron catawbiense,Rhododendron,Betula,1,35.714894846,-82.2398217716,NA,species,Ericaceae,Rural,Rhododendron catawbiense,anemochorous,Anemochorous,1,TRY,wind
Rhododendron,Rhododendron,,1,50.8892527778,3.505375,NA,genus,Ericaceae,,Rhododendron,anemochorous,Anemochorous,1,TRY_GenusFill,wind
Cardamine,Cardamine,unclear,1,-40.5100374606,175.4576051207,NA,genus,Brassicaceae,Optional,Cardamine,ballochorous,Ballochorous,1,TRY_GenusFill,ballistic
Platanus occidentalis,Platanus,Salix nigra,1,33.4083027395,-91.1219675689,NA,species,Platanaceae,,Platanus occidentalis,anemochorous_myrmecochorous_unassisted,Mixed,3,TRY,mixed
Betula alleghaniensis,Betula,dead pole,1,44.3338337935,-72.5787697847,NA,species,Betulaceae,Optional,Betula alleghaniensis,anemochorous_myrmecochorous,Mixed,2,TRY,mixed
Betula alleghaniensis,Betula,,1,45.3915527,-79.2146783,NA,species,Betulaceae,,Betula alleghaniensis,anemochorous_myrmecochorous,Mixed,2,TRY,mixed
Acanthaceae,,unclear,1,8.8444267,-82.5337322,NA,family,Acanthaceae,Rural,Acanthaceae,NA,NA,NA,NA,NA
Cordyline australis,Cordyline,,1,-36.8833866588,174.7746417671,NA,species,Asparagaceae,,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,,1,-45.036184925,168.6628023908,NA,species,Asparagaceae,Rural,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Alnus cordata,1,49.1879277778,-2.1112083333,0.6,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Fagus sylvatica,1,49.4482722222,-2.5651166667,0.8,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Sophora,1,-41.247875,174.7744633333,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,,1,-36.915978333299996,174.69542,NA,species,Asparagaceae,,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,,1,-43.5281009317,172.5946326131,NA,species,Asparagaceae,,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,,1,-43.5309169833,172.6190782167,NA,species,Asparagaceae,,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,,1,-36.8667490872,174.7296535507,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Melia azedarach,1,-36.847697078,174.7369612334,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Melia azedarach,1,-36.8927444901,174.7409464802,NA,species,Asparagaceae,,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Vitex lucens,1,-36.8893164034,174.7789815668,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,,1,-43.5309534347,172.6192061976,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Phoenix canariensis,1,-36.6601333333,174.4322666667,NA,species,Asparagaceae,,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Platanus,1,-36.8553049901,174.7224283333,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Phoenix,1,-36.8888501261,174.7988461817,NA,species,Asparagaceae,Optional,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Sophora,1,-43.6406838744,172.4767760073,NA,species,Asparagaceae,Optional,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Schefflera arboricola,1,-36.8773566782,174.749370252,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Phoenix,1,-43.805715,172.96695,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Nothofagus,1,-43.5232376,172.58748163,NA,species,Asparagaceae,,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Salix,1,-43.5625207,172.6482246,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,,1,-37.7739358423,175.2672142608,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,,1,-37.798255,175.3116,NA,species,Asparagaceae,,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,,1,-37.8021366667,175.2994216667,NA,species,Asparagaceae,,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Phoenix canariensis,1,-37.7944133333,175.2758466667,NA,species,Asparagaceae,,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Plantanus,1,-43.52779405,172.63487365,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Quercus ilex,1,-36.8728355535,174.7522040534,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,tree fern,1,-36.78048,174.7118,0.3,species,Asparagaceae,,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Prunus serrulata,1,-36.8787913394,174.717902814,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Malus,1,-36.8783883758,174.7209747622,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,silver birch,1,-45.0355066667,168.6635433333,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Alectryon excelsus subsp. excelsus,1,-36.880691,174.725356,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Alectryon excelsus subsp. excelsus,1,-36.878087,174.718384,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,Malus,1,-36.878316,174.720844,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Cordyline australis,Cordyline,,1,-45.866187,170.510431,NA,species,Asparagaceae,Urban,Cordyline australis,myrmecochorous,Myrmecochorous,1,TRY_GenusFill,animal
Parthenocissus quinquefolia,Parthenocissus,Phoenix canariensis,1,43.3632194444,-1.7887361111,0.6,species,Vitaceae,Urban,Parthenocissus quinquefolia,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,TRY,animal
Parthenocissus quinquefolia,Parthenocissus,Quercus robur,1,58.3826472222,26.7208361111,0.7,species,Vitaceae,Urban,Parthenocissus quinquefolia,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,TRY,animal
Parthenocissus quinquefolia,Parthenocissus,Acer saccharinum,1,41.8011333997,-86.6086392997,1,species,Vitaceae,Urban,Parthenocissus quinquefolia,endozoochorous_epizoochorous_myrmecochorous,Mixed,3,TRY,animal
Vitaceae,,Aphananthe aspera,1,35.6877555556,139.7559138889,0.6,family,Vitaceae,Urban,Vitaceae,endozoochorous_epizoochorous_myrmecochorous_human-mediated,Mixed,4,TRY_FamilyFill,animal
Fragaria vesca,Fragaria,,1,42.6019472222,0.1195,NA,species,Rosaceae,,Fragaria vesca,endozoochorous,Endozoochorous,1,EuDiS,animal
Fragaria vesca,Fragaria,Pinus sylvestris,1,42.6099944444,0.1097027778,0.4,species,Rosaceae,Rural,Fragaria vesca,endozoochorous,Endozoochorous,1,EuDiS,animal
