site,taxon_name,genus_name,tree_sp,epi_count,epi_lat,epi_lon,dbh_cat,taxon_rank,total_trees,obs_count_dbh,spp_count_dbh,obs_count,spp_count,lon,lat,setting,obs_per10,spp_per10,dominanttree1,dominanttree2,dominanttree3,species,mode_key,mode_label,n_modes,source,dispersal_agent_summary
S04,Aegopodium podagraria,Aegopodium,Salix,2,52.1262555556,4.4635027778,30 - 60,species,38,95,26,146,31,4.4632246,52.1261161,Urban,25,6.842105263157895,Salix,Alnus,,Aegopodium podagraria,anemochorous_ballochorous_unassisted_human-mediated,Mixed,4,TRY,mixed
S04,Anthriscus sylvestris,Anthriscus,Salix,2,52.12625,4.4634666667,30 - 60,species,38,95,26,146,31,4.4632246,52.1261161,Urban,25,6.842105263157895,Salix,Alnus,,Anthriscus sylvestris,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,TRY,mixed
S04,Fraxinus excelsior,Fraxinus,Salix,1,52.1262555556,4.4634916667,30 - 60,species,38,95,26,146,31,4.4632246,52.1261161,Urban,25,6.842105263157895,Salix,Alnus,,Fraxinus excelsior,anemochorous,Anemochorous,1,EuDiS,wind
S04,Chaerophyllum procumbens,Chaerophyllum,Salix,1,52.126275,4.4634666667,30 - 60,species,38,95,26,146,31,4.4632246,52.1261161,Urban,25,6.842105263157895,Salix,Alnus,,Chaerophyllum procumbens,ballochorous,Ballochorous,1,TRY_GenusFill,ballistic
S04,Chaerophyllum procumbens,Chaerophyllum,Salix,3,52.12625,4.4635027778,30 - 60,species,38,95,26,146,31,4.4632246,52.1261161,Urban,25,6.842105263157895,Salix,Alnus,,Chaerophyllum procumbens,ballochorous,Ballochorous,1,TRY_GenusFill,ballistic
S04,Sambucus nigra,Sambucus,Salix,1,52.1262638889,4.4634916667,30 - 60,species,38,95,26,146,31,4.4632246,52.1261161,Urban,25,6.842105263157895,Salix,Alnus,,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S04,Sambucus nigra,Sambucus,Salix,1,52.1262138889,4.4634416667,30 - 60,species,38,95,26,146,31,4.4632246,52.1261161,Urban,25,6.842105263157895,Salix,Alnus,,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S05,Magnoliopsida,,Quercus,1,52.1313333333,4.3354222222,90+,class,1,3,2,13,3,4.3349636,52.1314008,Rural,30,20,Quercus,Crataegus,,Magnoliopsida,NA,NA,NA,NA,NA
S05,Polypodium vulgare,Polypodium,Quercus,2,52.1313027778,4.3354583333,90+,species,1,3,2,13,3,4.3349636,52.1314008,Rural,30,20,Quercus,Crataegus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S05,Poaceae,,Crataegus monogyna,1,52.1314666667,4.3347277778,60 - 90,family,12,5,2,13,3,4.3349636,52.1314008,Rural,4.166666666666667,1.6666666666666667,Quercus,Crataegus,,Poaceae,unassisted,Unassisted,1,TRY_GenusFill,unassisted
S05,Polypodium vulgare,Polypodium,Crataegus monogyna,1,52.1314805556,4.3348416667,60 - 90,species,12,5,2,13,3,4.3349636,52.1314008,Rural,4.166666666666667,1.6666666666666667,Quercus,Crataegus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S05,Polypodium vulgare,Polypodium,Crataegus monogyna,1,52.1315277778,4.334825,60 - 90,species,12,5,2,13,3,4.3349636,52.1314008,Rural,4.166666666666667,1.6666666666666667,Quercus,Crataegus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S05,Polypodium vulgare,Polypodium,Crataegus monogyna,1,52.13155,4.3348361110999996,30 - 60,species,17,2,1,13,3,4.3349636,52.1314008,Rural,1.1764705882352942,0.5882352941176471,Quercus,Crataegus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S05,Polypodium vulgare,Polypodium,Crataegus monogyna,1,52.1315388889,4.3348138889,10 - 30,species,29,3,1,13,3,4.3349636,52.1314008,Rural,1.0344827586206897,0.3448275862068966,Quercus,Crataegus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S05,Polypodium vulgare,Polypodium,Crataegus monogyna,1,52.1315333333,4.334825,10 - 30,species,29,3,1,13,3,4.3349636,52.1314008,Rural,1.0344827586206897,0.3448275862068966,Quercus,Crataegus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S05,Polypodium vulgare,Polypodium,Crataegus monogyna,1,52.1315166667,4.3348333333,10 - 30,species,29,3,1,13,3,4.3349636,52.1314008,Rural,1.0344827586206897,0.3448275862068966,Quercus,Crataegus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S05,Polypodium vulgare,Polypodium,Crataegus monogyna,1,52.1313666667,4.33455,30 - 60,species,17,2,1,13,3,4.3349636,52.1314008,Rural,1.1764705882352942,0.5882352941176471,Quercus,Crataegus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S05,Polypodium vulgare,Polypodium,Crataegus monogyna,1,52.1313333333,4.3346222222,60 - 90,species,12,5,2,13,3,4.3349636,52.1314008,Rural,4.166666666666667,1.6666666666666667,Quercus,Crataegus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S05,Polypodium vulgare,Polypodium,Crataegus monogyna,1,52.1313444444,4.3346277778,60 - 90,species,12,5,2,13,3,4.3349636,52.1314008,Rural,4.166666666666667,1.6666666666666667,Quercus,Crataegus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S06,Ficaria verna,Ficaria,Salix,1,52.1587,4.530325,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Ficaria verna,epizoochorous_myrmecochorous_freshwater-hydrochorous_unassisted,Mixed,4,TRY,mixed
S06,Magnoliopsida,,Salix,1,52.1588055556,4.5304083333,30 - 60,class,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Magnoliopsida,NA,NA,NA,NA,NA
S06,Magnoliopsida,,Salix,1,52.1588166667,4.5304083333,30 - 60,class,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Magnoliopsida,NA,NA,NA,NA,NA
S06,Magnoliopsida,,Salix,1,52.1588527778,4.5304416667,30 - 60,class,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Magnoliopsida,NA,NA,NA,NA,NA
S06,Acer platanoides,Acer,Salix,1,52.1588777778,4.5304583333,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Acer platanoides,anemochorous,Anemochorous,1,EuDiS,wind
S06,Sambucus nigra,Sambucus,Salix,1,52.1588777778,4.5304722222,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S06,Anthriscus sylvestris,Anthriscus,Salix,1,52.1589,4.5305055556,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Anthriscus sylvestris,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,TRY,mixed
S06,Apioideae,,Salix,7,52.1588944444,4.5305055556,30 - 60,subfamily,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Apioideae,NA,NA,NA,NA,NA
S06,Acer,Acer,Salix,1,52.1589555556,4.5304916667,30 - 60,genus,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Acer,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S06,Urtica dioica,Urtica,Salix,2,52.1589444444,4.5305055556,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Urtica dioica,epizoochorous,Epizoochorous,1,EuDiS,animal
S06,Ulmus,Ulmus,Salix,3,52.1589361111,4.5305305556,30 - 60,genus,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Ulmus,anemochorous_myrmecochorous,Mixed,2,TRY_GenusFill,mixed
S06,Ulmus,Ulmus,Salix,1,52.1589472222,4.5305138889,30 - 60,genus,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Ulmus,anemochorous_myrmecochorous,Mixed,2,TRY_GenusFill,mixed
S06,Acer pseudoplatanus,Acer,Salix,2,52.1589361111,4.5305083333,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S06,Anthriscus sylvestris,Anthriscus,Salix,1,52.1589305556,4.5305277778,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Anthriscus sylvestris,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,TRY,mixed
S06,Anthriscus sylvestris,Anthriscus,Salix,1,52.1589361111,4.5305305556,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Anthriscus sylvestris,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,TRY,mixed
S06,Magnoliopsida,,Salix,5,52.1589277778,4.5306111111,30 - 60,class,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Magnoliopsida,NA,NA,NA,NA,NA
S06,Acer,Acer,Salix,2,52.1589555556,4.5305277778,30 - 60,genus,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Acer,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S06,Galium aparine,Galium,Salix,10,52.1590388889,4.5305777778,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Galium aparine,epizoochorous,Epizoochorous,1,EuDiS,animal
S06,Galium aparine,Galium,Salix,1,52.1590583333,4.5305972222,30 - 60,complex,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Galium aparine,epizoochorous,Epizoochorous,1,EuDiS,animal
S06,Acer,Acer,Salix,1,52.1590888889,4.5305833333,30 - 60,genus,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Acer,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S06,Anthriscus sylvestris,Anthriscus,Salix,5,52.1590611111,4.5306027778,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Anthriscus sylvestris,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,TRY,mixed
S06,Anthriscus sylvestris,Anthriscus,Salix,3,52.1590944444,4.5306,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Anthriscus sylvestris,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,TRY,mixed
S06,Sambucus nigra,Sambucus,Salix,2,52.1590944444,4.5306,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S06,Galium aparine,Galium,Salix,1,52.1590611111,4.5306027778,30 - 60,complex,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Galium aparine,epizoochorous,Epizoochorous,1,EuDiS,animal
S06,Acer,Acer,Salix,1,52.1591222222,4.5306638889,30 - 60,genus,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Acer,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S06,Glechoma hederacea,Glechoma,Salix,1,52.1591111111,4.5306527778,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Glechoma hederacea,myrmecochorous,Myrmecochorous,1,EuDiS,animal
S06,Geranium robertianum,Geranium,Salix,3,52.1591722222,4.5306833333,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S06,Acer pseudoplatanus,Acer,Salix,1,52.1591416667,4.5306916667,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S06,Geranium robertianum,Geranium,Salix,2,52.1591638889,4.5306805556,60 - 90,species,5,9,2,83,16,4.5311344,52.1593306,Urban,18,4,Salix,Quercus,Acer,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S06,Geranium robertianum,Geranium,Salix,6,52.1591722222,4.5307805556,60 - 90,species,5,9,2,83,16,4.5311344,52.1593306,Urban,18,4,Salix,Quercus,Acer,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S06,Anthriscus sylvestris,Anthriscus,Salix,1,52.1592138889,4.5306722222,60 - 90,species,5,9,2,83,16,4.5311344,52.1593306,Urban,18,4,Salix,Quercus,Acer,Anthriscus sylvestris,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,TRY,mixed
S06,Sambucus nigra,Sambucus,Salix,1,52.1592055556,4.5307444444,10 - 30,species,21,6,4,83,16,4.5311344,52.1593306,Urban,2.857142857142857,1.9047619047619047,Salix,Quercus,Acer,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S06,Sambucus nigra,Sambucus,Salix,1,52.1592027778,4.5309861111,30 - 60,species,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S06,Magnoliopsida,,Salix,2,52.1592361111,4.5309972222,30 - 60,class,19,64,14,83,16,4.5311344,52.1593306,Urban,33.68421052631579,7.368421052631579,Salix,Quercus,Acer,Magnoliopsida,NA,NA,NA,NA,NA
S06,Sambucus nigra,Sambucus,Salix,2,52.159602777800004,4.5315777778,10 - 30,species,21,6,4,83,16,4.5311344,52.1593306,Urban,2.857142857142857,1.9047619047619047,Salix,Quercus,Acer,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S06,Geraniaceae,,Salix,1,52.1595888889,4.5317305556,10 - 30,family,21,6,4,83,16,4.5311344,52.1593306,Urban,2.857142857142857,1.9047619047619047,Salix,Quercus,Acer,Geraniaceae,NA,NA,NA,NA,NA
S06,Magnoliopsida,,Salix,1,52.1594472222,4.5318444444,10 - 30,class,21,6,4,83,16,4.5311344,52.1593306,Urban,2.857142857142857,1.9047619047619047,Salix,Quercus,Acer,Magnoliopsida,NA,NA,NA,NA,NA
S06,Geranium,Geranium,Salix,1,52.1592861111,4.5319805556,10 - 30,genus,21,6,4,83,16,4.5311344,52.1593306,Urban,2.857142857142857,1.9047619047619047,Salix,Quercus,Acer,Geranium,NA,NA,NA,NA,NA
S07,Rubus,Rubus,Fagus,1,51.5794555556,3.6578416667,30 - 60,genus,29,1,1,2,2,3.6576714,51.579664,Rural,0.3448275862068966,0.3448275862068966,Fagus,Betula,,Rubus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
S07,Magnoliopsida,,Prunus?,1,51.5795972222,3.6576388889,10 - 30,class,105,1,1,2,2,3.6576714,51.579664,Rural,0.09523809523809523,0.09523809523809523,Fagus,Betula,,Magnoliopsida,NA,NA,NA,NA,NA
S09,Sambucus nigra,Sambucus,Acer,1,51.2204444444,2.9224527778,60 - 90,species,12,13,7,13,7,2.9227499,51.2204736,Urban,10.833333333333334,5.833333333333333,Fraxinus,Acer,Betula,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S09,Magnoliopsida,,Acer,1,51.2204972222,2.9225222222,60 - 90,class,12,13,7,13,7,2.9227499,51.2204736,Urban,10.833333333333334,5.833333333333333,Fraxinus,Acer,Betula,Magnoliopsida,NA,NA,NA,NA,NA
S09,Rumex,Rumex,Acer,1,51.2204277778,2.9225638889,60 - 90,genus,12,13,7,13,7,2.9227499,51.2204736,Urban,10.833333333333334,5.833333333333333,Fraxinus,Acer,Betula,Rumex,NA,NA,NA,NA,NA
S09,Rubus idaeus,Rubus,Acer,1,51.2205555556,2.9226111111,60 - 90,species,12,13,7,13,7,2.9227499,51.2204736,Urban,10.833333333333334,5.833333333333333,Fraxinus,Acer,Betula,Rubus idaeus,endozoochorous,Endozoochorous,1,EuDiS,animal
S09,Geum,Geum,Acer,1,51.2205638889,2.9224777778,60 - 90,genus,12,13,7,13,7,2.9227499,51.2204736,Urban,10.833333333333334,5.833333333333333,Fraxinus,Acer,Betula,Geum,NA,NA,NA,NA,NA
S09,Acer pseudoplatanus,Acer,Acer,4,51.2204805556,2.9223694444,60 - 90,species,12,13,7,13,7,2.9227499,51.2204736,Urban,10.833333333333334,5.833333333333333,Fraxinus,Acer,Betula,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S09,Acer pseudoplatanus,Acer,Acer,1,51.2205277778,2.9225722222,60 - 90,complex,12,13,7,13,7,2.9227499,51.2204736,Urban,10.833333333333334,5.833333333333333,Fraxinus,Acer,Betula,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S09,Magnoliopsida,,Acer,1,51.2207194444,2.9230055556,60 - 90,class,12,13,7,13,7,2.9227499,51.2204736,Urban,10.833333333333334,5.833333333333333,Fraxinus,Acer,Betula,Magnoliopsida,NA,NA,NA,NA,NA
S09,Acer pseudoplatanus,Acer,Fraxinus,2,51.2204805556,2.9228305556,60 - 90,species,12,13,7,13,7,2.9227499,51.2204736,Urban,10.833333333333334,5.833333333333333,Fraxinus,Acer,Betula,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S10,Quercus,Quercus,Salix,1,51.1393861111,2.7173944444,30 - 60,genus,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Quercus,epizoochorous,Epizoochorous,1,TRY_GenusFill,animal
S10,Quercus,Quercus,Salix,1,51.1395388889,2.7173305556,30 - 60,genus,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Quercus,epizoochorous,Epizoochorous,1,TRY_GenusFill,animal
S10,Sambucus nigra,Sambucus,Salix,1,51.1395444444,2.7173361111,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S10,Symplocos paniculata,Symplocos,Salix,1,51.1395555556,2.717125,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Symplocos paniculata,endozoochorous_epizoochorous,Mixed,2,TRY_GenusFill,animal
S10,Papaver rhoeas,Papaver,Salix,1,51.1395083333,2.7170694444,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Papaver rhoeas,epizoochorous_anemochorous_myrmecochorous_ballochorous_human-mediated,Mixed,5,TRY,mixed
S10,Alnus glutinosa,Alnus,Salix,1,51.1394833333,2.7170416667,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Alnus glutinosa,freshwater-hydrochorous,Freshwater-hydrochorous,1,EuDiS,water
S10,Acer pseudoplatanus,Acer,Salix,1,51.1394777778,2.7170222222,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S10,Alnus glutinosa,Alnus,Salix,2,51.1394527778,2.7170305556,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Alnus glutinosa,freshwater-hydrochorous,Freshwater-hydrochorous,1,EuDiS,water
S10,Alnus glutinosa,Alnus,Salix,1,51.1393888889,2.7169138889,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Alnus glutinosa,freshwater-hydrochorous,Freshwater-hydrochorous,1,EuDiS,water
S10,Cotoneaster dielsianus,Cotoneaster,Salix,1,51.1393777778,2.7168138889,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Cotoneaster dielsianus,endozoochorous,Endozoochorous,1,TRY_GenusFill,animal
S10,Prunus padus,Prunus,Salix,1,51.1392972222,2.7167305556,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Prunus padus,endozoochorous,Endozoochorous,1,EuDiS,animal
S10,Prunus padus,Prunus,Salix,1,51.1391194444,2.7163694444,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Prunus padus,endozoochorous,Endozoochorous,1,EuDiS,animal
S10,Sambucus nigra,Sambucus,Salix,1,51.1390916667,2.7162972222,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S10,Sambucus nigra,Sambucus,Salix,1,51.1390305556,2.7160388889,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S10,Alnus,Alnus,Salix,1,51.1389777778,2.7160027778,30 - 60,genus,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Alnus,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S10,Hedera helix,Hedera,Salix,1,51.1389972222,2.7159805556,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Hedera helix,endozoochorous,Endozoochorous,1,EuDiS,animal
S10,Sambucus nigra,Sambucus,Salix,1,51.1389722222,2.7160055556,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S10,Prunus,Prunus,Salix,1,51.1388972222,2.7159,30 - 60,genus,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Prunus,epizoochorous,Epizoochorous,1,TRY_GenusFill,animal
S10,Crataegus monogyna,Crataegus,Salix,1,51.1388972222,2.7159,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Crataegus monogyna,endozoochorous,Endozoochorous,1,EuDiS,animal
S10,Galium aparine,Galium,Salix,1,51.1389361111,2.7159666667,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Galium aparine,epizoochorous,Epizoochorous,1,EuDiS,animal
S10,Galium aparine,Galium,Salix,1,51.13895,2.7159222222,30 - 60,complex,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Galium aparine,epizoochorous,Epizoochorous,1,EuDiS,animal
S10,Acer pseudoplatanus,Acer,Salix,3,51.1388888889,2.7160222222,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S10,Fagus sylvatica,Fagus,Salix,1,51.1388388889,2.715875,10 - 30,species,5,7,4,43,18,2.7158335,51.1390568,Urban,14,8,Salix,,,Fagus sylvatica,vertebrate-hoarding,Vertebrate-hoarding,1,EuDiS,animal
S10,Quercus ilex,Quercus,Salix,1,51.1388472222,2.7158138889,10 - 30,species,5,7,4,43,18,2.7158335,51.1390568,Urban,14,8,Salix,,,Quercus ilex,vertebrate-hoarding,Vertebrate-hoarding,1,EuDiS,animal
S10,Acer pseudoplatanus,Acer,Salix,2,51.1388666667,2.7158444444,10 - 30,species,5,7,4,43,18,2.7158335,51.1390568,Urban,14,8,Salix,,,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S10,Acer pseudoplatanus,Acer,Salix,1,51.1388138889,2.7159,10 - 30,species,5,7,4,43,18,2.7158335,51.1390568,Urban,14,8,Salix,,,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S10,Acer pseudoplatanus,Acer,Salix,1,51.1388944444,2.7157361111,10 - 30,species,5,7,4,43,18,2.7158335,51.1390568,Urban,14,8,Salix,,,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S10,Hedera helix,Hedera,Salix,1,51.1388666667,2.715675,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Hedera helix,endozoochorous,Endozoochorous,1,EuDiS,animal
S10,Acer pseudoplatanus,Acer,Salix,2,51.1388333333,2.7156305556,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S10,Acer pseudoplatanus,Acer,Salix,1,51.1388666667,2.7155972222,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S10,Quercus robur,Quercus,Salix,1,51.1388194444,2.715475,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Quercus robur,vertebrate-hoarding,Vertebrate-hoarding,1,EuDiS,animal
S10,Alnus,Alnus,Salix,1,51.1394055556,2.7174388889,30 - 60,genus,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Alnus,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S10,Sambucus nigra,Sambucus,Salix,1,51.1394194444,2.7175222222,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S10,Lonicera ligustrina,Lonicera,Salix,2,51.1395111111,2.7176444444,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Lonicera ligustrina,endozoochorous_epizoochorous,Mixed,2,TRY_GenusFill,animal
S10,Hedera helix,Hedera,Salix,1,51.1395694444,2.7177138889,30 - 60,species,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Hedera helix,endozoochorous,Endozoochorous,1,EuDiS,animal
S10,Quercus robur,Quercus,Salix,1,51.1393861111,2.7178444444,10 - 30,species,5,7,4,43,18,2.7158335,51.1390568,Urban,14,8,Salix,,,Quercus robur,vertebrate-hoarding,Vertebrate-hoarding,1,EuDiS,animal
