site,taxon_name,genus_name,tree_sp,epi_count,epi_lat,epi_lon,dbh_cat,taxon_rank,total_trees,obs_count_dbh,spp_count_dbh,obs_count,spp_count,lon,lat,setting,obs_per10,spp_per10,dominanttree1,dominanttree2,dominanttree3,species,mode_key,mode_label,n_modes,source,dispersal_agent_summary
S10,Alnus,Alnus,Salix,1,51.1395694444,2.7179694444,30 - 60,genus,45,36,16,43,18,2.7158335,51.1390568,Urban,8,3.5555555555555554,Salix,,,Alnus,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S11,Prunus,Prunus,Salix,1,51.0902277778,2.6110222222,90+,genus,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Prunus,epizoochorous,Epizoochorous,1,TRY_GenusFill,animal
S11,Acer,Acer,Salix,1,51.0902333333,2.6110138889,90+,genus,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Acer,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S11,Geranium robertianum,Geranium,Salix,3,51.0902361111,2.611025,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S11,Urtica dioica,Urtica,Salix,3,51.0901333333,2.6108444444,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Urtica dioica,epizoochorous,Epizoochorous,1,EuDiS,animal
S11,Chelidonium majus,Chelidonium,Salix,2,51.0901222222,2.6108611111,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Chelidonium majus,myrmecochorous,Myrmecochorous,1,EuDiS,animal
S11,Geranium robertianum,Geranium,Salix,1,51.0901305556,2.6108611111,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S11,Rubus fruticosus,Rubus,Salix,1,51.0901416667,2.6108361111,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Rubus fruticosus,endozoochorous_epizoochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,5,TRY,mixed
S11,Galium aparine,Galium,Salix,2,51.0901333333,2.6108444444,90+,complex,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Galium aparine,epizoochorous,Epizoochorous,1,EuDiS,animal
S11,Magnoliopsida,,Salix,1,51.0900694444,2.6107166667,90+,class,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Magnoliopsida,NA,NA,NA,NA,NA
S11,Magnoliopsida,,Salix,3,51.090125,2.6108472222,90+,class,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Magnoliopsida,NA,NA,NA,NA,NA
S11,Geranium robertianum,Geranium,Salix,1,51.0900583333,2.6107888889,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S11,Geranium robertianum,Geranium,Salix,1,51.09005,2.6107888889,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S11,Geranium robertianum,Geranium,Salix,1,51.0900694444,2.6108055556,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S11,Geranium robertianum,Geranium,Salix,1,51.0902416667,2.6110972222,60 - 90,species,5,10,4,42,13,2.6110195,51.0903012,Rural,20,8,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S11,Rubus caesius,Rubus,Salix,1,51.0900305556,2.6107527778,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Rubus caesius,endozoochorous,Endozoochorous,1,EuDiS,animal
S11,Quercus ilex,Quercus,Salix,1,51.0900805556,2.6107444444,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Quercus ilex,vertebrate-hoarding,Vertebrate-hoarding,1,EuDiS,animal
S11,Ulmus minor,Ulmus,Salix,5,51.0900277778,2.6107305556,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Ulmus minor,anemochorous,Anemochorous,1,EuDiS,wind
S11,Sambucus nigra,Sambucus,Salix,1,51.0900194444,2.6106972222,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S11,Ribes uva-crispa,Ribes,Salix,1,51.0900111111,2.6106833333,60 - 90,species,5,10,4,42,13,2.6110195,51.0903012,Rural,20,8,Salix,,,Ribes uva-crispa,endozoochorous,Endozoochorous,1,EuDiS,animal
S11,Rubus fruticosus,Rubus,Salix,2,51.0900277778,2.6106972222,60 - 90,species,5,10,4,42,13,2.6110195,51.0903012,Rural,20,8,Salix,,,Rubus fruticosus,endozoochorous_epizoochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,5,TRY,mixed
S11,Urtica dioica,Urtica,Salix,2,51.089875,2.6105388889,60 - 90,species,5,10,4,42,13,2.6110195,51.0903012,Rural,20,8,Salix,,,Urtica dioica,epizoochorous,Epizoochorous,1,EuDiS,animal
S11,Ribes uva-crispa,Ribes,Salix,2,51.0898777778,2.6105222222,60 - 90,species,5,10,4,42,13,2.6110195,51.0903012,Rural,20,8,Salix,,,Ribes uva-crispa,endozoochorous,Endozoochorous,1,EuDiS,animal
S11,Urtica dioica,Urtica,Salix,1,51.08985,2.6101861111,60 - 90,species,5,10,4,42,13,2.6110195,51.0903012,Rural,20,8,Salix,,,Urtica dioica,epizoochorous,Epizoochorous,1,EuDiS,animal
S11,Geranium robertianum,Geranium,Salix,1,51.0898388889,2.6102555556000002,60 - 90,species,5,10,4,42,13,2.6110195,51.0903012,Rural,20,8,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S11,Urtica dioica,Urtica,Salix,1,51.0885888889,2.6079388889,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Urtica dioica,epizoochorous,Epizoochorous,1,EuDiS,animal
S11,Sambucus nigra,Sambucus,Salix,1,51.0886083333,2.6079305556,90+,species,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S11,Galium aparine,Galium,Salix,1,51.0886,2.6079222222,90+,complex,5,32,12,42,13,2.6110195,51.0903012,Rural,64,24,Salix,,,Galium aparine,epizoochorous,Epizoochorous,1,EuDiS,animal
S12,Acer pseudoplatanus,Acer,Acer,1,51.0882944444,2.5938472222,30 - 60,species,15,9,3,16,5,2.59384,51.08843,Rural,6,2,Populus,Fagus,Sambucus,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S12,Acer pseudoplatanus,Acer,Acer,1,51.0882833333,2.5938805556,30 - 60,species,15,9,3,16,5,2.59384,51.08843,Rural,6,2,Populus,Fagus,Sambucus,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S12,Fraxinus excelsior,Fraxinus,Acer,1,51.0883,2.59385,30 - 60,species,15,9,3,16,5,2.59384,51.08843,Rural,6,2,Populus,Fagus,Sambucus,Fraxinus excelsior,anemochorous,Anemochorous,1,EuDiS,wind
S12,Fagus sylvatica,Fagus,poplar,1,51.0882333333,2.594075,90+,species,5,6,3,16,5,2.59384,51.08843,Rural,12,6,Populus,Fagus,Sambucus,Fagus sylvatica,vertebrate-hoarding,Vertebrate-hoarding,1,EuDiS,animal
S12,Acer pseudoplatanus,Acer,poplar,1,51.0882388889,2.5940805556,90+,species,5,6,3,16,5,2.59384,51.08843,Rural,12,6,Populus,Fagus,Sambucus,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S12,Acer pseudoplatanus,Acer,poplar,1,51.0881388889,2.5941138889,90+,species,5,6,3,16,5,2.59384,51.08843,Rural,12,6,Populus,Fagus,Sambucus,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S12,Fraxinus excelsior,Fraxinus,Acer,1,51.0881388889,2.5939138889,60 - 90,species,8,1,1,16,5,2.59384,51.08843,Rural,1.25,1.25,Populus,Fagus,Sambucus,Fraxinus excelsior,anemochorous,Anemochorous,1,EuDiS,wind
S12,Acer pseudoplatanus,Acer,dead,5,51.0883416667,2.5937388889,30 - 60,species,15,9,3,16,5,2.59384,51.08843,Rural,6,2,Populus,Fagus,Sambucus,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S12,Dryopteris dilatata,Dryopteris,dead,1,51.0883722222,2.5937138889,30 - 60,species,15,9,3,16,5,2.59384,51.08843,Rural,6,2,Populus,Fagus,Sambucus,Dryopteris dilatata,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S12,Acer,Acer,Fraxinus excelsior,2,51.0882,2.5935194444,90+,genus,5,6,3,16,5,2.59384,51.08843,Rural,12,6,Populus,Fagus,Sambucus,Acer,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S12,Acer pseudoplatanus,Acer,Fraxinus excelsior,1,51.0882611111,2.5936027778,90+,species,5,6,3,16,5,2.59384,51.08843,Rural,12,6,Populus,Fagus,Sambucus,Acer pseudoplatanus,anemochorous,Anemochorous,1,EuDiS,wind
S13,Rubus caesius,Rubus,Quercus robur,2,50.6594638889,1.5967861111,30 - 60,species,20,11,2,21,3,1.59683,50.65951,Rural,5.5,1,Quercus,Pinus,,Rubus caesius,endozoochorous,Endozoochorous,1,EuDiS,animal
S13,Polypodium vulgare,Polypodium,Quercus robur,2,50.6594194444,1.5968277778,30 - 60,species,20,11,2,21,3,1.59683,50.65951,Rural,5.5,1,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,2,50.6594194444,1.5968277778,30 - 60,species,20,11,2,21,3,1.59683,50.65951,Rural,5.5,1,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,1,50.6593555556,1.5969361111,30 - 60,species,20,11,2,21,3,1.59683,50.65951,Rural,5.5,1,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Rubus vestitus,Rubus,Quercus robur,3,50.659375,1.5972888889,60 - 90,species,10,7,2,21,3,1.59683,50.65951,Rural,7,2,Quercus,Pinus,,Rubus vestitus,endozoochorous,Endozoochorous,1,EuDiS,animal
S13,Rubus vestitus,Rubus,Quercus robur,3,50.659375,1.5972888889,60 - 90,species,10,7,2,21,3,1.59683,50.65951,Rural,7,2,Quercus,Pinus,,Rubus vestitus,endozoochorous,Endozoochorous,1,EuDiS,animal
S13,Rubus vestitus,Rubus,Quercus robur,3,50.659375,1.5972888889,60 - 90,species,10,7,2,21,3,1.59683,50.65951,Rural,7,2,Quercus,Pinus,,Rubus vestitus,endozoochorous,Endozoochorous,1,EuDiS,animal
S13,Polypodium vulgare,Polypodium,Quercus robur,2,50.6596416667,1.5972861111,60 - 90,species,10,7,2,21,3,1.59683,50.65951,Rural,7,2,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,2,50.6596416667,1.5972861111,60 - 90,species,10,7,2,21,3,1.59683,50.65951,Rural,7,2,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,2,50.6596222222,1.5974611111,60 - 90,species,10,7,2,21,3,1.59683,50.65951,Rural,7,2,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,2,50.6596222222,1.5974611111,60 - 90,species,10,7,2,21,3,1.59683,50.65951,Rural,7,2,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,4,50.6596861111,1.5972694444,30 - 60,species,20,11,2,21,3,1.59683,50.65951,Rural,5.5,1,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,4,50.6596861111,1.5972694444,30 - 60,species,20,11,2,21,3,1.59683,50.65951,Rural,5.5,1,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,4,50.6596861111,1.5972694444,30 - 60,species,20,11,2,21,3,1.59683,50.65951,Rural,5.5,1,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,4,50.6596861111,1.5972694444,30 - 60,species,20,11,2,21,3,1.59683,50.65951,Rural,5.5,1,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,2,50.6595638889,1.5969527778,30 - 60,species,20,11,2,21,3,1.59683,50.65951,Rural,5.5,1,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,3,50.6596361111,1.5968416667,90+,species,1,3,1,21,3,1.59683,50.65951,Rural,30,10,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,3,50.6596361111,1.5968416667,90+,species,1,3,1,21,3,1.59683,50.65951,Rural,30,10,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S13,Polypodium vulgare,Polypodium,Quercus robur,3,50.6596361111,1.5968416667,90+,species,1,3,1,21,3,1.59683,50.65951,Rural,30,10,Quercus,Pinus,,Polypodium vulgare,anemochorous,Anemochorous,1,TRY,wind
S14,Anemonoides nemorosa,Anemonoides,Fagus sylvatica,1,50.1144861111,1.7438222222,60 - 90,species,22,1,1,1,1,1.74377,50.11466,Rural,0.45454545454545453,0.45454545454545453,Fagus,Quercus,Betula,Anemonoides nemorosa,NA,NA,NA,NA,NA
S15,Ulmus minor,Ulmus,Salix,1,50.1306083333,1.7367,90+,species,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Ulmus minor,anemochorous,Anemochorous,1,EuDiS,wind
S15,Magnoliopsida,,Salix,1,50.1304194444,1.736675,90+,class,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Magnoliopsida,NA,NA,NA,NA,NA
S15,Sonchus asper,Sonchus,Salix,1,50.1304194444,1.7366638889,90+,species,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Sonchus asper,anemochorous,Anemochorous,1,EuDiS,wind
S15,Sonchus,Sonchus,Salix,1,50.1304194444,1.7366638889,90+,genus,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Sonchus,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S15,Geranium robertianum,Geranium,Salix,1,50.1304027778,1.7366444444,90+,species,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S15,Rubus fruticosus,Rubus,Salix,1,50.1301416667,1.7365388889,90+,species,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Rubus fruticosus,endozoochorous_epizoochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,5,TRY,mixed
S15,Sambucus nigra,Sambucus,Salix,1,50.13235,1.7383888889,60 - 90,species,11,6,6,24,16,1.7393024,50.1335389,Rural,5.454545454545454,5.454545454545454,Salix,,,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S15,Hedera helix,Hedera,Salix,1,50.133175,1.7391555556,60 - 90,species,11,6,6,24,16,1.7393024,50.1335389,Rural,5.454545454545454,5.454545454545454,Salix,,,Hedera helix,endozoochorous,Endozoochorous,1,EuDiS,animal
S15,Geranium robertianum,Geranium,Salix,1,50.133225,1.7391944444,60 - 90,species,11,6,6,24,16,1.7393024,50.1335389,Rural,5.454545454545454,5.454545454545454,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S15,Rubus fruticosus,Rubus,Salix,1,50.1332361111,1.7391555556,60 - 90,species,11,6,6,24,16,1.7393024,50.1335389,Rural,5.454545454545454,5.454545454545454,Salix,,,Rubus fruticosus,endozoochorous_epizoochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,5,TRY,mixed
S15,Urtica dioica,Urtica,Salix,1,50.133175,1.7391555556,60 - 90,complex,11,6,6,24,16,1.7393024,50.1335389,Rural,5.454545454545454,5.454545454545454,Salix,,,Urtica dioica,epizoochorous,Epizoochorous,1,EuDiS,animal
S15,Geranium robertianum,Geranium,Salix,1,50.1336361111,1.7395777778,30 - 60,species,23,3,3,24,16,1.7393024,50.1335389,Rural,1.3043478260869565,1.3043478260869565,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S15,Acer campestre,Acer,Salix,1,50.13375,1.7397888889,60 - 90,species,11,6,6,24,16,1.7393024,50.1335389,Rural,5.454545454545454,5.454545454545454,Salix,,,Acer campestre,anemochorous,Anemochorous,1,EuDiS,wind
S15,Prunus,Prunus,Salix,1,50.1339694444,1.7400277778,90+,genus,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Prunus,epizoochorous,Epizoochorous,1,TRY_GenusFill,animal
S15,Asteraceae,,Salix,1,50.1339694444,1.7400277778,90+,family,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Asteraceae,NA,NA,NA,NA,NA
S15,Asteraceae,,Salix,1,50.1339694444,1.7400277778,90+,family,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Asteraceae,NA,NA,NA,NA,NA
S15,Poaceae,,Salix,1,50.1340111111,1.7401277778,90+,family,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Poaceae,unassisted,Unassisted,1,TRY_GenusFill,unassisted
S15,Geranium robertianum,Geranium,Salix,1,50.1340111111,1.740125,90+,species,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S15,Anthriscus sylvestris,Anthriscus,Salix,1,50.134025,1.7401194444,90+,species,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Anthriscus sylvestris,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,TRY,mixed
S15,Sambucus nigra,Sambucus,Salix,1,50.1340027778,1.7401111111,90+,species,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S15,Geranium robertianum,Geranium,Salix,1,50.1348805556,1.7417638889,90+,species,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Geranium robertianum,epizoochorous_ballochorous,Mixed,2,EuDiS,mixed
S15,Alnus glutinosa,Alnus,Salix,1,50.1348805556,1.7417694444,90+,species,9,15,12,24,16,1.7393024,50.1335389,Rural,16.666666666666668,13.333333333333334,Salix,,,Alnus glutinosa,freshwater-hydrochorous,Freshwater-hydrochorous,1,EuDiS,water
S15,Chelidonium majus,Chelidonium,Salix,1,50.1356916667,1.7427972222,30 - 60,species,23,3,3,24,16,1.7393024,50.1335389,Rural,1.3043478260869565,1.3043478260869565,Salix,,,Chelidonium majus,myrmecochorous,Myrmecochorous,1,EuDiS,animal
S15,Rubus fruticosus,Rubus,Salix,1,50.1356916667,1.7427833333,30 - 60,species,23,3,3,24,16,1.7393024,50.1335389,Rural,1.3043478260869565,1.3043478260869565,Salix,,,Rubus fruticosus,endozoochorous_epizoochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,5,TRY,mixed
S17,Quercus robur,Quercus,Quercus,1,49.404675,0.1862583333,60 - 90,complex,11,1,1,8,3,0.18589,49.40466,Rural,0.9090909090909091,0.9090909090909091,Ilex,Fagus,Quercus,Quercus robur,vertebrate-hoarding,Vertebrate-hoarding,1,EuDiS,animal
S17,Ilex aquifolium,Ilex,Fagus sylvatica,1,49.4046388889,0.1861166667,90+,species,3,1,1,8,3,0.18589,49.40466,Rural,3.3333333333333335,3.3333333333333335,Ilex,Fagus,Quercus,Ilex aquifolium,endozoochorous,Endozoochorous,1,EuDiS,animal
S17,Quercus,Quercus,Betula pubescens,6,49.4044916667,0.1857722222,10 - 30,genus,39,6,1,8,3,0.18589,49.40466,Rural,1.5384615384615385,0.2564102564102564,Ilex,Fagus,Quercus,Quercus,epizoochorous,Epizoochorous,1,TRY_GenusFill,animal
S19,Sambucus nigra,Sambucus,Eucalyptus,1,49.5901611111,-1.2471472222,90+,species,7,14,8,50,21,-1.2467049,49.589478,Urban,20,11.428571428571429,Salix,Alnus,Pinus,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S19,Magnoliopsida,,Pinus,1,49.5899222222,-1.2471527778,90+,class,7,14,8,50,21,-1.2467049,49.589478,Urban,20,11.428571428571429,Salix,Alnus,Pinus,Magnoliopsida,NA,NA,NA,NA,NA
S19,Cichorieae,,Pinus,1,49.5899277778,-1.2471444444,90+,tribe,7,14,8,50,21,-1.2467049,49.589478,Urban,20,11.428571428571429,Salix,Alnus,Pinus,Cichorieae,NA,NA,NA,NA,NA
S19,Urtica dioica,Urtica,Sambucus nigra,1,49.5895944444,-1.2448777778,60 - 90,species,22,13,6,50,21,-1.2467049,49.589478,Urban,5.909090909090909,2.727272727272727,Salix,Alnus,Pinus,Urtica dioica,epizoochorous,Epizoochorous,1,EuDiS,animal
S19,Sonchus oleraceus,Sonchus,Sambucus nigra,1,49.5895861111,-1.2449,60 - 90,species,22,13,6,50,21,-1.2467049,49.589478,Urban,5.909090909090909,2.727272727272727,Salix,Alnus,Pinus,Sonchus oleraceus,anemochorous,Anemochorous,1,EuDiS,wind
S19,Malva,Malva,Sambucus nigra,1,49.5897222222,-1.2448055556,60 - 90,genus,22,13,6,50,21,-1.2467049,49.589478,Urban,5.909090909090909,2.727272727272727,Salix,Alnus,Pinus,Malva,NA,NA,NA,NA,NA
S19,Iris foetidissima,Iris,Sambucus nigra,1,49.5897027778,-1.2448027778,60 - 90,species,22,13,6,50,21,-1.2467049,49.589478,Urban,5.909090909090909,2.727272727272727,Salix,Alnus,Pinus,Iris foetidissima,endozoochorous,Endozoochorous,1,EuDiS,animal
S19,Digitalis purpurea,Digitalis,dead,8,49.5895277778,-1.2445555556,60 - 90,species,22,13,6,50,21,-1.2467049,49.589478,Urban,5.909090909090909,2.727272727272727,Salix,Alnus,Pinus,Digitalis purpurea,epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,6,TRY,mixed
S19,Taraxacum officinale,Taraxacum,Tamarix gallica,1,49.5898861111,-1.2444444444,10 - 30,species,146,5,3,50,21,-1.2467049,49.589478,Urban,0.3424657534246575,0.2054794520547945,Salix,Alnus,Pinus,Taraxacum officinale,anemochorous,Anemochorous,1,TRY_GenusFill,wind
S19,Lapsana communis,Lapsana,Salix,1,49.5899222222,-1.2447888889,30 - 60,species,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Lapsana communis,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_ballochorous_unassisted_human-mediated,Mixed,8,TRY,mixed
S19,Sambucus nigra,Sambucus,Alnus glutinosa,2,49.5893694444,-1.2454166667,30 - 60,species,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S19,Sambucus nigra,Sambucus,Salix,1,49.5892861111,-1.2460333333,30 - 60,species,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S19,Poaceae,,Salix,1,49.5891611111,-1.2460722222,30 - 60,family,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Poaceae,unassisted,Unassisted,1,TRY_GenusFill,unassisted
S19,Vicia sativa,Vicia,Salix,1,49.5892222222,-1.2460138889,30 - 60,species,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Vicia sativa,ballochorous,Ballochorous,1,EuDiS,ballistic
S19,Sambucus nigra,Sambucus,Salix,1,49.5892222222,-1.2460138889,30 - 60,species,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S19,Holcus lanatus,Holcus,Salix,1,49.5890777778,-1.2461527777999999,30 - 60,species,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Holcus lanatus,endozoochorous_epizoochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted_human-mediated,Mixed,7,TRY,mixed
S19,Sambucus nigra,Sambucus,Tilia,1,49.5888388889,-1.2464666667,30 - 60,species,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S19,Sambucus nigra,Sambucus,Tilia platyphyllos,1,49.5888527778,-1.2464888889,60 - 90,species,22,13,6,50,21,-1.2467049,49.589478,Urban,5.909090909090909,2.727272727272727,Salix,Alnus,Pinus,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S19,Centranthus ruber,Centranthus,Salix,1,49.5885972222,-1.2468611111,30 - 60,species,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Centranthus ruber,anemochorous,Anemochorous,1,EuDiS,wind
S19,Brachypodium sylvaticum,Brachypodium,Salix,1,49.5886944444,-1.2469361111,30 - 60,species,130,18,10,50,21,-1.2467049,49.589478,Urban,1.3846153846153846,0.7692307692307693,Salix,Alnus,Pinus,Brachypodium sylvaticum,epizoochorous,Epizoochorous,1,EuDiS,animal
S19,Sambucus nigra,Sambucus,Pinus,1,49.5893027778,-1.2475611111,90+,species,7,14,8,50,21,-1.2467049,49.589478,Urban,20,11.428571428571429,Salix,Alnus,Pinus,Sambucus nigra,endozoochorous,Endozoochorous,1,EuDiS,animal
S19,Agapanthus praecox,Agapanthus,Trachycarpus fortunei,2,49.5892722222,-1.2466583333,10 - 30,species,146,5,3,50,21,-1.2467049,49.589478,Urban,0.3424657534246575,0.2054794520547945,Salix,Alnus,Pinus,Agapanthus praecox,epizoochorous_myrmecochorous_freshwater-hydrochorous_ballochorous_unassisted_human-mediated,Mixed,6,TRY_FamilyFill,mixed
