species,dispersal_mode,source,genus,family,mode_key,mode_label,n_modes,agents_vec,dispersal_agent_multi,dispersal_agent_summary
Mimosa inamoena,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa insidiosa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa interrupta,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa irrigua,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa irwinii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa kalunga,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa kuhlmannii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa lanata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa laniceps,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa lanuginosa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa leiocephala,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa lepidophora,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa leprosa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa leptorhachis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa lithoreas,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa longepedunculata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa longipes,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa longistipula,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa lupinoides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa macedoana,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa macrocephala,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa maguirei,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa manidea,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa melanocarpa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa mensicola,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa microcarpa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa micropteris,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa millefoliata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa minarum,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa misera,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa mitzi,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa modesta,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa monacensis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa monticola,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa montis-carasae,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa morroensis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa multiceps,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa multiplex,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa myrioglandulosa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa myriophylla,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa nitens,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa nycteridis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa oblonga,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa obovata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa oedoclada,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa oligosperma,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa orthacantha,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa orthocarpa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa ourobrancoensis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pabstiana,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pachycarpoides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa palmetorum,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa papposa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa paranapiacabae,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa parviceps,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa paucifolia,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa paupera,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa peduncularis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pellita,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa perplicata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa petiolaris,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa phyllodinea,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pigra,unassisted_myrmecochorous_freshwater-hydrochorous_thalassochorous_anemochorous,TRY,NA,NA,thalassochorous_anemochorous_myrmecochorous_freshwater-hydrochorous_unassisted,Mixed,5,,animal_wind_water_unassisted,mixed
Mimosa pilulifera,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa piptoptera,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa piresii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa piscatorum,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pithecolobioides,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa platyphylla,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa poculata,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pogocephala,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pogonoclada,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa polycarpa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa polycephala,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa polydactyla,epizoochorous,TRY,NA,NA,epizoochorous,Epizoochorous,1,,animal,animal
Mimosa polydidyma,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pratincola,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa procurrens,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa prorepens,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pseudofoliolosa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pseudoradula,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pseudotrachycarpa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pteridifolia,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pudica,epizoochorous_myrmecochorous_anemochorous_unassisted,TRY,NA,NA,epizoochorous_anemochorous_myrmecochorous_unassisted,Mixed,4,,animal_wind_unassisted,mixed
Mimosa pumilio,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pusilliceps,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pycnocoma,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa pyrenea,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa quadrivalvis,unassisted_myrmecochorous_anemochorous_epizoochorous,TRY,NA,NA,epizoochorous_anemochorous_myrmecochorous_unassisted,Mixed,4,,animal_wind_unassisted,mixed
Mimosa radula,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa rava,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa reduviosa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa regina,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa regnellii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa rheiptera,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa rhodostegia,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa riedelii,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa rondoniana,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa rubra,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa rufipila,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa scaberrima,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa sensibilis,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa sensitiva,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa sericantha,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa serpensetosa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa serra,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa setifera,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa setistipula,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa setosa,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa setosissima,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa skinneri,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa somnambulans,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa somnians,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
Mimosa sp,anemochorous_myrmecochorous_freshwater-hydrochorous,TRY,NA,NA,anemochorous_myrmecochorous_freshwater-hydrochorous,Mixed,3,,animal_wind_water,mixed
Mimosa speciosissima,myrmecochorous_anemochorous_unassisted,TRY,NA,NA,anemochorous_myrmecochorous_unassisted,Mixed,3,,animal_wind_unassisted,mixed
