site,id,lat,lon,presence,island_class
204004568,204004568,51.8066666667,10.335,1,land
204000723,204000723,51.8040527778,10.3300305556,1,land
163249178,163249178,49.769894,11.4084299722,1,land
163172546,163172546,49.7667964511,11.4093466848,1,land
158780746,158780746,54.3065590843,10.0955453177,1,land
286485942,286485942,50.873049,3.603425,1,land
265859976,265859976,43.5332966417,-5.6501812488,1,land
260849727,260849727,53.3572230034,-6.3071092218,1,land
198489166,198489166,55.6979300199,13.1869066134,1,land
198155112,198155112,58.131106,8.008,1,land
312660334,312660334,47.6393444444,-3.4544972222,1,island
303924781,303924781,49.7206888889,-2.1762583333,1,island
223760670,223760670,53.262372,7.931726,1,land
210809792,210809792,53.157145,8.145878,1,land
291856845,291856845,50.1881555556,1.6177611111,1,land
286737951,286737951,60.3881263611,5.3206281389,1,land
286486845,286486845,50.87275,3.603347,1,land
280282485,280282485,47.7744944444,10.6057944444,1,land
228214225,228214225,53.1401948,8.195847,1,land
223745944,223745944,48.2559182278,11.4916099333,1,land
210805345,210805345,53.1851472222,8.1509944444,1,land
167943172,167943172,53.137942,8.2036409722,1,land
282583080,282583080,61.2545777778,4.9839305556,1,land
282011734,282011734,52.1368555556,4.3328111111,1,land
324907259,324907259,43.3725295672,-1.8081757098,1,land
324904143,324904143,43.3583638889,-1.8057388889,1,land
320610571,320610571,43.3613277778,-1.7751222222,1,land
