id,tree_genus
183837508,Levenhookia
183858295,Acer
183858599,Populus
183859046,Unknown
183860501,Levenhookia
183921170,Unknown
183927632,Unknown
183959316,Lycaon
183963226,Passerculus
184086026,Unknown
184096918,Alnus
184131741,Unknown
184133273,Platanus
184134079,Platanus
184134144,Platanus
184140926,Platanus
184174250,Cervus
184174717,Cervus
18433010,Acer
184580773,Levenhookia
184580775,Quercus
184625419,Treefern
184769019,Salix
184909035,Carnegiea
184912452,Calidris
184912542,Calidris
184933859,Arecaceae
185120638,Neochera
185121191,Quercus
185121462,Quercus
185121779,Betula
185123150,Fagus
185148746,Cervus
185160807,Unknown
185301584,Unknown
185391036,Sula
185391059,Unknown
185398861,Acer
185399562,Acer
185399873,Acer
185400040,Acer
18542556,Calidris
185702816,Levenhookia
185745695,Cornus
185801894,Unknown
185868636,Cervus
185879725,Phoenix
18596541,Unknown
186190001,Tragopogon
186262519,Cylindropuntia
186276485,Ranunculus
186447072,Unknown
186662520,Olearia
18682086,Vaccinium
186835621,Fagus
186835852,Darevskia
186836248,Darevskia
186836523,Carpinus
186841276,Calochortus
187191405,Phoenix
187445333,Unknown
187445834,Arecaceae
187478835,Pouteria
187479618,Unknown
187480290,Unknown
187480360,Unknown
187480673,Arecaceae
187480701,Arecaceae
187480778,Arecaceae
187480823,Arecaceae
187513564,Unknown
187548296,Unknown
187550716,Pouteria
187719209,Unknown
187839065,Arecaceae
187846204,London
187899485,Unknown
187971620,Unknown
187971880,Unknown
187972817,Unknown
187974002,Unknown
187989468,Elaeis
187989700,Unknown
187989772,Unknown
187989856,Elaeis
187989963,Elaeis
187990071,Elaeis
188183211,Arecaceae
188195177,Unknown
188218282,Arecaceae
188218346,Unknown
188218934,Arecaceae
188231310,Unknown
188231486,Liana
188238927,Mangifera
188239030,Enterolobium
188239315,Enterolobium
188259446,Unknown
188289481,Unknown
188373071,Unknown
18838219,Unknown
188469278,Unknown
188469291,Unknown
188475775,Arecaceae
188484514,Unknown
188520994,Unknown
188764440,Cervus
189031867,Fringilla
189048422,Junco
18905526,Monterey
18916238,Unknown
189203597,Cervus
189251378,Tragopogon
189251385,Nannopterum
18925975,Pinus
189293663,Quercus
18937031,Unknown
189439904,Caryota
18957049,Unknown
189778620,Phoenix
189779050,Phoenix
189902720,Californicae
189993002,Cervus
19000595,Nikau
190015352,Cervus
190018979,Prosopis
190064369,Aspidosperma
190069255,Prosopis
190070639,Prosopis
190086589,Unknown
190125513,Unknown
190182961,Ficus
190204992,Unknown
190340009,Robinia
190618567,Unknown
190640067,Sorbus
19069143,Unknown
190837719,Tilia
190837762,Tilia
190965250,Unknown
19102060,Californicae
19102288,Californicae
19102330,Californicae
19102379,Californicae
19102485,Californicae
19102578,Californicae
19102609,Californicae
19102680,Californicae
191042054,Unknown
191217471,Furina
191218025,Furina
191286113,Unknown
191417615,Pinus
191470485,Terminalia
191500521,Unknown
191503966,Unknown
191522739,Acer
191549928,Unknown
191587328,Cervus
19160183,Malosma
191708238,Platanus
19176856,Procyon
191853477,Cervus
1919019,Alectryon
1919023,Melia
1919148,Melia
192023154,Procyon
1920668,Dicksonia
192217326,Cervus
192536522,Larix
192614561,Cyathea
192663570,Aesculus
19320835,Phoenix
19320856,Phoenix
19327336,Cryptomeria
193378761,Unknown
193468354,Unknown
193563924,Unknown
19361867,Alectryon
19363523,Alectryon
19364858,Alectryon
19364966,Alectryon
19365046,Alectryon
19368317,Unknown
193707750,Unknown
193798867,Acer
193811308,Acer
193912595,Unknown
19397908,Unknown
194016909,Quercus
194031116,Pinus
194031522,Unknown
194054458,Porzana
194055010,Corvus
194066911,Ficus
194187870,Cervus
194295306,Prosopis
194388752,Cervus
194412934,Nannopterum
194775815,Ficus
194993125,Acer
194994542,Acer
195112188,Unknown
195175336,Unknown
195292448,Ardea
195350836,Unknown
19536358,Prunus
195398791,Unknown
195469961,Cervus
195488781,Acer
195569927,Fraxinus
195570323,Fraxinus
195570649,Fraxinus
195570681,Fraxinus
195573130,Fraxinus
195593583,Unknown
195596971,Betula
195606747,Unknown
195611063,Acer
195658310,Unknown
195694366,Cervus
195784663,Californicae
195800195,Unknown
195804875,Columba
195879677,Unknown
195888000,Zizia
195910447,Calidris
19601326,Hesperocyparis
196064327,Unknown
196154767,Chenopodiastrum
196223176,Treefern
19628709,Hesperocyparis
196305230,Tsuga
196335540,Cyathea
196335548,Cyathea
196386089,Cervus
19645888,Unknown
196475650,Alectryon
196475652,Alectryon
196671812,Egretta
196889991,Neltuma
196898696,Lyonia
196914135,Unknown
197011680,Unknown
197070481,Cervus
197150890,Acer
197169299,Unknown
197205534,Treefern
197207572,Treefern
197231491,Prunus
19725699,Totara
19735167,Unknown
197413332,Unknown
197445746,Populus
197536934,Quercus
19777776,Unknown
197786713,Salix
197978817,Pseudacris
197984447,Terminalia
198154970,Junco
198155112,Pinus
198235204,Levenhookia
198310061,Betula
198324151,Tilia
198324322,Tilia
198368888,Tilia
198368905,Tilia
198378491,Coenonympha
198416998,Unknown
198468747,Unknown
198472864,Unknown
198477931,Quercus
198479325,Fringilla
198479932,Coenonympha
198481195,Corvus
198489166,Unknown
198504922,Unknown
198635315,Quercus
198685385,Actaea
198688359,Arecaceae
198692015,Saguaro
198754574,Arecaceae
198958012,Unknown
198964904,Diadophis
199033846,Turdus
199045394,Acer
199119289,Coenonympha
199119290,Coenonympha
199121182,Coenonympha
199221287,Mycena
199357770,Turdus
199370468,Unknown
199389285,Coenonympha
199389287,Coenonympha
199392820,Peltodoris
199556214,Unknown
199565143,Coenonympha
19963487,Unknown
199698841,Coenonympha
199711463,Unknown
199715367,Acer
199719480,Fringilla
199719485,Fringilla
199824561,Coenonympha
199825726,Darevskia
199825730,Darevskia
199830345,Darevskia
199830348,Fringilla
199830350,Coenonympha
199830355,Coenonympha
199833630,Unknown
199847747,Unknown
199879612,Arecaceae
199897111,Levenhookia
199897113,Coenonympha
199932667,Cyclarhis
200023347,Unknown
200111424,Unknown
200120810,Coenonympha
200204200,Tsuga
200240282,Unknown
200248880,Unknown
200376856,Unknown
200638829,Unknown
200648532,Pinus
200716740,Cervus
20076133,Arecaceae
200891631,Unknown
200943967,Enterolobium
200944230,Enterolobium
201102160,Banksia
2011069,Unknown
2011070,Unknown
2011074,Unknown
2011075,Unknown
201174031,Fagus
201179883,Unknown
201180021,Unknown
201191310,Unknown
201292976,Coenonympha
201301031,Coenonympha
201374352,Unknown
201415574,Cervus
201454539,Unknown
20156461,Cervus
201602411,Unknown
201602551,Unknown
201611853,Coenonympha
201629663,Coccoloba
201629733,Coccoloba
201629841,Coccoloba
201765901,Unknown
201997105,Metrosideros
2020484,Phoenix
202061811,Populus
202079984,Fringilla
202088704,Acanthiza
202155716,Unknown
202310527,Unknown
202417388,Quercus
202422739,Unknown
202445769,Quercus
202569216,Unknown
202593739,Unknown
202671925,Sorbus
202812189,Sabal
202927708,Cyathea
202928545,Treefern
202938358,Unknown
202976601,Anartia
202976607,Anartia
202985913,Quercus
203068082,Cyathea
203093538,Fringilla
203383847,Populus
203538339,Unknown
203563851,Platanus
203658694,Sabal
203870488,Populus
203883661,Cervus
203904305,Populus
203926541,Phellodendron
203926574,Corvus
203930244,Fagus
204000723,Unknown
204003808,Aesculus
204004568,Tilia
204006431,Acer
204006582,Unknown
204007949,Acer
204008234,Acer
204008782,Acer
204009066,Acer
204010452,Unknown
204011606,Acer
204012002,Unknown
204012258,Acer
204018960,Unknown
204044153,Unknown
204044285,Unknown
204059864,Unknown
204060779,Unknown
204117569,Unknown
204117659,Acer
204123794,Eucalyptus
20414516,Wheki
204146230,Unknown
204146482,Unknown
204146612,Oryx
204163730,Aesculus
204193448,Unknown
204318688,Platanus
204318692,Unknown
204515348,Acer
204680060,Arecaceae
204704969,Angophora
204773922,Unknown
204905537,Acer
204926795,Acer
205168357,Unknown
205437058,Cyathea
205472563,Xanthorrhoea
205791456,Unknown
206075499,Quercus
206122896,Unknown
206194853,Thuja
206212203,Quercus
206251927,Quercus
206512263,Tsuga
206588687,Unknown
206588757,Salix
206655728,Pyrus
206662841,Ardea
206662842,Ardea
206988907,Unknown
207201854,Unknown
207203253,Fringilla
207244080,Castanea
207269003,Pinus
207311711,Unknown
207341193,Quercus
207452716,Platanus
207538855,Tilia
207551023,Salix
207552970,Salix
207554320,Unknown
20780572,Unknown
208070088,Quercus
208096584,Prunus
20814325,Californicae
20814532,Californicae
208273033,Nyssa
208324776,Unknown
208324853,Unknown
208324876,Unknown
208529127,Salix
208534282,Salix
208534400,Salix
208534563,Salix
208534743,Salix
208534856,Salix
208534975,Salix
208535237,Salix
208558910,Unknown
208635563,Unknown
20870186,Unknown
208770632,Quercus
208770636,Quercus
208781618,Salix
208809763,Cypress
208820415,Quercus
208892823,Unknown
208957551,Potentilla
209100907,Persian
20933160,Californicae
20933229,Unknown
20933283,Calidris
209442389,Populus
209443378,Populus
20974159,Californicae
20974223,Californicae
209815775,Unknown
209836186,Unknown
209935864,Unknown
209936466,Unknown
209956455,Unknown
210233456,Unknown
210279627,Unknown
210599265,Pinus
2106273,Broadleaf
210635972,Phoenix
21075034,Sambucus
210769127,Unknown
210792855,Fagus
210793596,Fagus
210795182,Fagus
210795842,Unknown
210796798,Quercus
210797318,Quercus
210805345,Unknown
210809792,Quercus
210872619,Unknown
211195231,Cervus
211859224,Quercus
211925849,Unknown
21223992,Macrocarpa
212507579,Unknown
212617692,Quercus
212617759,Quercus
212617860,Quercus
212617895,Acer
212618040,Acer
212618138,Fraxinus
212621489,Fraxinus
21267933,Californicae
212821125,Nolina
21290936,Unknown
212913864,Betula
212920498,Betula
21305590,Monterey
213073901,Quercus
213096135,Diasporus
21334669,Quercus
213350337,Unknown
213374252,Unknown
213374253,Unknown
213572686,Unknown
213918937,Spitzahorn
214016959,Unknown
214162651,Adansonia
214168809,Unknown
214399699,Robinia
214586316,Tilia
214586491,Liriodendron
214586697,Tilia
214586852,Tilia
214587094,Quercus
214587423,Acer
214587567,Robinia
214587998,Robinia
214588591,Populus
214592655,Populus
214593093,Populus
214601193,Robinia
214601743,Carpinus
214623577,Quercus
214627449,Platanus
214636885,Platanus
214641776,Platanus
214651475,Unknown
214700534,Unknown
214754723,Unknown
215069195,Arecaceae
215069196,Arecaceae
215154951,Phoenix
215155240,Phoenix
215192817,Phoenix
21523814,Unknown
21525337,Unknown
215268077,Tragopogon
215369961,Unknown
215371821,Unknown
215400300,Unknown
215443708,Quercus
215467576,Fagus
215468213,Peltodoris
215469871,Acer
215477623,Porzana
215494613,Coast
215740589,Prunus
215962853,Phyllodesmium
21598998,Leucorrhinia
216038031,Nolina
216059606,Acer
216079921,Acer
216087487,Turdus
216089056,Turdus
216089696,Turdus
216167238,Acanthiza
216167239,Acanthiza
216293448,Acanthiza
216634879,Quercus
216652811,Arecaceae
216817692,Arecaceae
216846664,Unknown
217011820,Betula
217021343,Tilia
217026178,Tilia
217027525,Fagus
217037838,Acer
217038019,Aesculus
217038072,Unknown
217038359,Fraxinus
217040396,Prunus
217040610,Acer
217040991,Fraxinus
217041359,Quercus
217081524,Acer
217230617,Picea
217535826,Unknown
217637127,Pinus
217644237,Unknown
21765581,Unknown
217693650,Salix
21772266,Unknown
218062409,Prunus
218163320,Platanus
21818696,Anartia
218302853,Casuarina
218306796,Unknown
218311358,Pantherophis
218331238,Unknown
218408988,Quercus
218656093,Phoenix
218673252,Acer
218674549,Unknown
218890692,Levenhookia
218892201,Tragopogon
219037836,Unknown
219039502,Unknown
219039503,Unknown
219230331,Unknown
219274974,Turdus
219276372,Turdus
219276994,Turdus
219277393,Turdus
219278282,Turdus
219288595,Turdus
219288896,Turdus
219306503,Turdus
219307437,Turdus
219308385,Turdus
219309198,Turdus
219310123,Turdus
219312828,Metasequioa
219313690,Metasequioa
219474716,Unknown
219551712,Unknown
219591903,Unknown
219666949,Unknown
219739521,Unknown
219745136,Aesculus
219755327,Tilia
219755545,Quercus
219755637,Acer
219756676,Aesculus
219757336,Tilia
219771770,Quercus
22001931,Eastern
220116595,Neltuma
220122565,Unknown
220148410,Platanus
220205087,Kunzea
220271533,Salix
220354461,Unknown
220358860,Neltuma
220361516,Neltuma
220432402,Turdus
220433203,Coenonympha
220433714,Coenonympha
220479855,Trichocereus
220484522,Prosopis
220718873,Unknown
220721492,Unknown
220829449,Quercus
220832779,Fagus
220834106,Fagus
220836480,Carpinus
220847386,Unknown
220939073,Unknown
221020254,Unknown
221127031,Unknown
221166924,Prosopis
221374534,Turdus
221382627,Quercus
221450009,Unknown
221500504,Prunus
221508486,Unknown
221508588,Unknown
221626707,Unknown
221681109,Quercus
221791332,Unknown
221900652,Quercus
221908685,Unknown
222111841,Quercus
222200037,Likely
222201064,Tragopogon
222201881,Tragopogon
222312740,Unknown
222379155,Unknown
222483087,Junco
222500633,Junco
222500635,Afrixalus
222500640,Afrixalus
222615101,Acer
222616904,Acer
222810510,Quercus
222810834,Arecaceae
222811064,Betula
22288201,Arecaceae
222990175,Unknown
223004904,Unknown
223004908,Unknown
223031435,Unknown
223087466,Unknown
223129028,Unknown
223298185,Turdus
223298824,Turdus
223313081,Unknown
223376794,Turdus
223420153,Unknown
223494351,Haliaeetus
223582346,Quercus
223631950,Pinus
22374306,Populus
223745806,Salix
223745944,Salix
223760670,Liriodendron
223761880,Liriodendron
223841135,Tabebuia
223932974,Dicksonia
223941220,Acanthiza
223971922,Quercus
224145776,Unknown
224151102,Turdus
224151651,Tragopogon
224156807,Nannopterum
224157112,Nannopterum
224158123,Diadophis
224159276,Cepaea
224159762,Cepaea
224160543,Cepaea
224161103,Cepaea
22416720,Cervus
22424472,Acer
224294635,Pinus
224349510,Treefern
224357747,Quercus
224358324,Quercus
224395587,Unknown
224560559,Unknown
224828848,Salix
224829244,Betula
224829436,Robinia
224840644,Cepaea
224841119,Cepaea
224842032,Cepaea
224846812,Nannopterum
224847319,Nannopterum
224848121,Nannopterum
224848665,Peltodoris
224850435,Corvus
224851137,Chenopodiastrum
224851753,Turdus
224852400,Nannopterum
224852910,Nannopterum
224856022,Peltodoris
224856508,Peltodoris
224857774,Peltodoris
224858793,Peltodoris
224859186,Corvus
224860911,Cepaea
224861902,Cepaea
224863158,Cepaea
224863962,Corvus
224864823,Peltodoris
224866031,Peltodoris
224866857,Peltodoris
224870080,Peltodoris
224875610,Unknown
225007932,Sorbus
225265669,Acanthiza
225269224,Peltodoris
225273508,Peltodoris
225273909,Peltodoris
225274332,Peltodoris
225275054,Peltodoris
225275849,Nannopterum
225276689,Nannopterum
225277313,Nannopterum
225279286,Corvus
225288692,Nannopterum
225289249,Nannopterum
225289802,Nannopterum
225290739,Nannopterum
225296622,Pinus
22537517,Unknown
225473433,Unknown
22551448,Unknown
225682999,Unknown
226028636,Unknown
226309263,Unknown
226349349,Carpinus
226351502,Carpinus
226353443,Carpinus
226359443,Salix
226361135,Quercus
226363114,Acer
226364253,Quercus
226365615,Quercus
226367173,Quercus
226368637,Quercus
226369168,Quercus
226369834,Quercus
226371540,Unknown
226371672,Unknown
226418731,Unknown
226664818,Unknown
226780193,Unknown
226861095,Unknown
226895682,Nannopterum
226922624,Unknown
227071802,Treefern
227140437,Unknown
227190384,Unknown
227252789,Gingko
227252917,Gingko
227253181,Unknown
227254068,Unknown
227254103,Unknown
227392924,Unknown
227419918,Pinus
227422067,Gingko
227430108,Cinnamomum
227430299,Aphananthe
227435678,Cinnamomum
227435966,Cinnamomum
227438260,Treefern
227452750,Unknown
227452988,Unknown
227462358,Unknown
227469854,Unknown
227470815,Unknown
227471328,Unknown
227639846,Platanus
227645487,Unknown
227646331,Cinnamomum
227646819,Aphanante
227653016,Unknown
227661707,Unknown
227668880,Unknown
227706347,Aphananthe
227718573,Unknown
227883114,Cinnamomum
227959590,Unknown
227973614,Unknown
227977558,Unknown
227988515,Unknown
228127208,Unknown
228128573,Unknown
228184206,Acer
228184474,Unknown
228208026,Darevskia
228208531,Levenhookia
228209142,Corvus
228209509,Turdus
228209810,Turdus
228210436,Nannopterum
228211083,Nannopterum
228211663,Nannopterum
228212875,Nannopterum
228213667,Nannopterum
228214225,Nannopterum
228214401,Unknown
228214510,Nannopterum
228215270,Nannopterum
228215683,Nannopterum
228215998,Nannopterum
228309550,Unknown
228318710,Unknown
228318747,Unknown
228318847,Unknown
228318952,Sorbus
228319002,Douglasie
228319202,Unknown
228319343,Unknown
228319540,Unknown
228319661,Unknown
228353060,Unknown
228360803,Unknown
228363632,Unknown
228366862,Quercus
228417801,Unknown
228430726,Unknown
228430808,Unknown
228530911,Unknown
228531918,Tsuga
228532342,Tsuga
228532545,Salix
228533088,Salix
228534036,Ulmus
228534792,Quercus
228536451,Quercus
228537073,Quercus
228538396,Unknown
228566572,Unknown
228581230,Cryptomeria
228606724,Agathis
228730915,Arecaceae
228737476,Unknown
228790767,Unknown
228799784,Afrixalus
228800490,Lycaon
228801998,Coenonympha
228815675,Nannopterum
228859421,Unknown
228923596,Unknown
228931850,Acer
228946235,Unknown
228946633,Unknown
228946804,Unknown
228951759,Pinus
228956657,Prunus
228956803,Prunus
228966925,Unknown
228967083,Unknown
228968462,Unknown
228974463,Unknown
229024890,Unknown
229087046,Corvus
229145407,Unknown
229170299,Prunus
229172964,Unknown
22927812,Treefern
229410701,Prunus
229411427,Prunus
229646176,Arecaceae
229646256,Arecaceae
229646262,Arecaceae
229646288,Unknown
229646344,Arecaceae
229654539,Same
229654879,Arecaceae
229657175,Unknown
229657492,Arecaceae
229658387,Oalm
229841766,Unknown
229868211,Celtis
229886788,Celtis
229904891,Unknown
230045914,Unknown
230073421,Unknown
230212900,Unknown
230243000,Unknown
230263580,Cervus
230413484,Ceiba
230429404,Prunus
230434376,Pinus
230448208,Unknown
230591646,Cervus
230663016,Unknown
230665807,Unknown
230687243,Cinnamomum
230701901,Cinnamomum
230702074,Cinnamomum
230737815,Unknown
23081786,Unknown
230996809,Jacaranda
231144254,Prunus
231144996,Prunus
231145287,Prunus
231280083,Cervus
231429842,Unknown
231499192,Cervus
231499220,Cervus
231526045,Arecaceae
231538541,Unknown
231543022,Unknown
231553161,Celtis
231554018,Lagerstroemia
231558255,Cinnamomum
231558393,Cedrus
231568519,Cinnamomum
231599164,Unknown
231599397,Unknown
231695547,Quercus
231899468,Salix
231899470,Salix
231920870,Unknown
231924074,Unknown
231943716,Unknown
231956262,Unknown
231979318,Pinus
23205117,Unknown
23209938,Unknown
23213144,Unknown
23214172,Unknown
232168679,Treefern
232176548,Unknown
232244665,Arecaceae
232359808,Prunus
232434626,Unknown
232615914,Unknown
232640066,Prunus
232693460,Unknown
232785003,Unknown
232799667,Platanus
232821969,Unknown
232839238,Unknown
232850861,Unknown
232855724,Unknown
233217667,Cercidiphyllum
233220922,Liana
233222440,Aesculus
233300110,Aesculus
233369160,Quercus
233559031,Unknown
233649480,Unknown
233649989,Unknown
233777239,Quercus
233887571,Unknown
233900741,Sorbus
233960994,Unknown
233961791,Aesculus
233980895,Acer
234014106,Acer
234133238,Unknown
234139394,Neochera
234141074,Neochera
234145099,Lycaon
234146956,Lycaon
234150805,Melinis
234301446,Nereis
234301689,Nereis
234301867,Nereis
234302091,Nereis
234303339,Nereis
234303871,Nereis
234306132,Levenhookia
234306404,Levenhookia
234307032,Levenhookia
234381862,Quercus
234413443,Unknown
234504726,Melinis
234507291,Cepaea
234508127,Novaculichthys
234508738,Nannopterum
234509429,Nannopterum
234511403,Coenonympha
234512240,Coenonympha
234513377,Coenonympha
234591786,Pseudotsuga
234592517,Acer
235087847,Betula
235419281,Unknown
235684459,Unknown
235687700,Cepaea
235795577,Acer
235971335,Juglans
235971545,Carpinus
235973635,Carpinus
236031763,Carpinus
236036393,Robinia
236038189,Phoenix
236048110,Unknown
236172471,Titoki
236280434,Unknown
236288880,Prunus
236485634,Levenhookia
2365542,Cyathea
236662624,Sequoia
236708855,Robinia
236749775,Phoenix
236773575,Catalpa
236805394,Unknown
236982360,Unknown
237041641,Cyathea
237104050,Treefern
237302583,Unknown
237628574,Morella
23770241,Cervus
237779049,Pseudotsuga
237944549,Unknown
238220684,Unknown
238221332,Unknown
238229791,Quercus
238328111,Phoenicopterus
238380611,Dicksonia
238384757,Fringilla
238573218,Pittosporum
238717077,Unknown
238810464,Unknown
239108874,Unknown
239307816,Acer
239311549,Acer
239516696,Acer
239516740,Acer
239519138,Quercus
239577771,Darevskia
239578285,Cepaea
239578894,Turdus
239580000,Cepaea
239580649,Neochera
239735937,Alnus
239739074,Alnus
239739076,Alnus
239917388,Acer
239918313,Salix
239918986,Aesculus
239919773,Unknown
239922947,Cervus
240518126,Unknown
240544744,Unknown
240556612,Tilia
241142370,Acer
241149127,Cervus
241234637,Acer
241235782,Quercus
241236838,Quercus
241237814,Quercus
241238993,Dicksonia
241240473,Quercus
241241331,Quercus
241596139,Quercus
241596612,Quercus
241599212,Acer
241600858,Acer
241601366,Acer
241602153,Acer
241604940,Acer
241606084,Acer
241607662,Acer
241608528,Acer
241609703,Betula
241611501,Acer
24169547,Californicae
24169548,Californicae
241794356,Unknown
24185319,Unknown
241939611,Salix
241988287,Unknown
242166604,Unknown
242200409,Acer
242202201,Betula
242203710,Betula
242204549,Betula
242205221,Betula
242206119,Betula
242207005,Betula
242209678,Betula
242210893,Betula
242211928,Unknown
242213166,Betula
242213725,Betula
242214400,Betula
242214872,Betula
242215733,Betula
242216159,Betula
242219469,Betula
242220040,Acer
242221461,Acer
242222279,Acer
242230078,Carpinus
242231278,Fraxinus
242232181,Acer
242233383,Quercus
242234398,Betula
242463461,Nannopterum
242539319,Unknown
242734585,Aesculus
242761401,Unknown
242814634,Acer
242815442,Acer
242816846,Fraxinus
242818660,Salix
242819126,Salix
242819847,Salix
242847788,Nannopterum
242943479,Phoenix
242943586,Phoenix
242966343,Cervus
243138140,Fraxinus
24324818,Unknown
243258499,Cyathea
243290253,Unknown
243304137,Salix
243306014,Acer
243307169,Acer
243308073,Unknown
243310976,Unknown
243311966,Alnus
243313603,Alnus
243318498,Acer
243323235,Acer
243324290,Acer
243369675,Salix
243373731,Tilia
243379593,Acer
243381133,Quercus
243383951,Acer
243388561,Acer
243391135,Quercus
243394821,Acer
243400240,Acer
243402597,Acer
243408751,Acer
243416975,Carpinus
243420498,Quercus
243462607,Crinodendron
243466933,Acer
243468642,Acer
243472124,Fagus
243473872,Fagus
243484174,Acer
243485339,Acer
243486791,Acer
243488482,Salix
243490470,Salix
243491406,Acer
243528646,Aesculus
243529476,Aesculus
243530252,Aesculus
243581861,Arecaceae
243634162,Sideroxylon
243727690,Aesculus
243728551,Aesculus
243730534,Aesculus
243732158,Aesculus
243733475,Aesculus
243734433,Acer
243735387,Acer
243738892,Aesculus
243739307,Aesculus
243740681,Acer
243742744,Aesculus
243743390,Acer
243743874,Acer
243745862,Rhamnus
243746578,Acer
243746907,Acer
243747781,Acer
243748470,Acer
243749355,Quercus
243751162,Aesculus
243751741,Cervus
243751796,Cervus
243751987,Tilia
243752512,Tilia
243753047,Tilia
243753497,Tilia
243753952,Acer
243754288,Acer
243754875,Fagus
243755204,Quercus
243755996,Carpinus
243756418,Quercus
243777158,Catalpa
244058983,Unknown
244235247,Unknown
244564328,Unknown
244567177,Xylocopa
244595846,Unknown
244605821,Unknown
244872080,Acer
244874534,Acer
244879391,Acer
244879425,Acer
244879511,Acer
244881138,Acer
244881454,Acer
244904605,Phoenix
244905280,Unknown
244908874,Nannopterum
244908937,Nannopterum
245051993,Juniperus
245110637,Fringilla
245110686,Junco
245193978,Aesculus
245382271,Pterocelastrus
245632014,Xerophyte
245651344,Unknown
245673058,Cyathea
246154895,Turdus
246155559,Corvus
246156034,Corvus
246156804,Lycaon
246157125,Lycaon
246158518,Populus
246159129,Tragopogon
246179568,Unknown
246735246,Dicksonia
247234421,Crape
247305155,Unknown
247313703,Unknown
247435525,Unknown
247446161,Unknown
247541371,Salix
247757721,Unknown
247847431,Tilia
247929519,Unknown
248092670,Arecaceae
248428496,Micrathena
248546494,Nothofagus
248671945,Platanus
248719440,Cervus
248719443,Cervus
248719454,Cervus
248719455,Cervus
2488732,Unknown
249175669,Unknown
249428539,Liriodendron
249494701,Phoenix
249550699,Treefern
249554654,Aesculus
249554949,Aesculus
249680279,Unknown
249879925,Unknown
250246341,Cyathea
250280317,Juniperus
250347874,Unknown
2504690,Butia
2504699,Butia
250537383,Erica
2505495,Levenhookia
250563727,Unknown
250578805,Unknown
250837935,Nothofagus
250930725,Junco
250930726,Junco
250930727,Junco
250944188,Unknown
251052916,Platanus
251113623,Unknown
251124483,Unknown
251229039,Unknown
251284108,Treefern
251333760,Platanus
251431976,Unknown
251488429,Unknown
251575187,Unknown
251657201,Unknown
251672514,Unknown
251684893,Unknown
251685654,Unknown
251753574,Unknown
251925195,Unknown
251945514,Serenoa
252002150,Unknown
252308087,Phoenix
252322401,Neltuma
252373894,Peltodoris
252400369,Unknown
252640388,Unknown
252643679,Cervus
252758398,Phoenix
252758572,Phoenix
252758778,Phoenix
252758902,Phoenix
252759014,Unknown
252819822,Unknown
252823639,Unknown
252854380,Quercus
252944250,Acer
253034545,Tarchonanthus
253099990,Acer
253296502,Platanus
253317502,Quercus
253353565,Treefern
253399430,Unknown
253436554,Arecaceae
253436558,Arecaceae
253436561,Arecaceae
253458402,Unknown
253479108,Unknown
253501009,Unknown
253558061,Acer
25363320,Quercus
253720481,Eucalypteae
253734708,Fraxinus
253735151,Fraxinus
253735226,Unknown
253736269,Fagus
253739349,Fagus
253753844,Acer
253764535,Tilia
253764881,Unknown
253765805,Aria
254028451,Aria
254159676,Unknown
254345451,Cervus
254424145,Acer
254434479,Unknown
254506207,Unknown
254511843,Unknown
254549035,Arecaceae
254628566,Phoenix
254681841,Fagus
254823406,Cervus
254882272,Alsophila
254986129,Unknown
254993416,Taxodium
255046276,Alectryon
255066732,Unknown
255076761,Cervus
255145686,Unknown
255374822,Unknown
255587277,Unknown
255655209,Phoenix
255684656,Arecaceae
255873616,Acer
255937949,Phoenix
256164874,Unknown
256194995,Unknown
256209921,Trachycarpus
256228527,Unknown
256312967,Unknown
256439047,Unknown
256529718,Unknown
256558834,Unknown
256682292,Unknown
256689243,Unknown
257076627,Unknown
257081859,Unknown
257122306,Unknown
25722845,Unknown
257365625,Unknown
257380055,Unknown
257462717,Cervus
257532061,Unknown
257677890,Treefern
257691889,Salix
257718118,Unknown
257743656,Calidris
257882817,Pittosporum
257910491,Ficus
258024561,Arecaceae
258279382,Quercus
258279447,Quercus
258400913,Unknown
258457839,Darevskia
258495095,Unknown
258572943,Unknown
258639213,Tilia
258645907,Unknown
258769536,Consolea
258772981,Consolea
258844682,Dicksonia
258848911,Unknown
258870133,Unknown
258954388,Acer
259193503,Crataegus
259193805,Salix
259193809,Salix
259193812,Salix
259245331,Arecaceae
259256006,Unknown
259258191,Celtis
259333385,Celtis
259411045,Unknown
259425378,Unknown
259496902,Cervus
259702054,Unknown
259704622,Ficus
259731527,Phoenix
259731528,Phoenix
259731529,Arecaceae
259731534,Phoenix
259745325,Unknown
259746586,Arecaceae
259746981,Arecaceae
259910287,Unknown
259934879,Arecaceae
259971241,Phoenix
259984751,Unknown
259985075,Samanea
259985173,Unknown
259987746,Samanea
259992491,Ceiba
259995147,Samanea
260001374,Unknown
260007775,Prunus
260007776,Prunus
260040925,Unknown
260144093,Unknown
260305579,Platanus
260305735,Platanus
260305832,Platanus
260305921,Platanus
260397062,Unknown
260423042,Arecaceae
26043029,Unknown
260533920,Unknown
260660575,Unknown
260755717,Unknown
260775969,Elaeocarpus
260849101,Annona
260849727,Unknown
260944105,Unknown
260971671,Unknown
260971824,Unknown
260999660,Unknown
26103541,Cactus
26103543,Cactus
26104064,Consolea
261046550,Unknown
26104705,Unknown
26104706,Cactus
261071857,Unknown
261076270,Annona
